number,name,diameter_km,H,G,epoch_tdb,e,a,i,node,peri,M,class,soln_date,U
6340,Kathmandu,19.078,12.51,,2461200.5,.148672921503417,3.217623103224365,2.279698714271678,77.11011558001063,76.87730962403893,122.7306174463021,OMB,2026-06-05,0
6343,6343,20.564,12.58,,2461200.5,.09040865660640547,3.170029629908246,8.673295633692966,335.5377221237612,27.15336050785801,330.4812973878854,MBA,2025-11-06,0
6346,Syukumeguri,19.383,12.79,,2461200.5,.1265770301999052,3.108535293274159,7.387251738019436,119.7246580720684,232.1544763108016,29.20744710107093,MBA,2026-03-12,0
6349,Acapulco,20.429,12.40,,2461200.5,.1361068682784786,2.667979710514521,10.77587440966959,327.7510824707463,237.876314886226,26.46451229946896,MBA,2026-06-05,0
6350,Schluter,21.930,12.34,,2461200.5,.09945616329713344,3.117231309817269,11.46339443891281,335.8677370769463,50.39142635223742,332.9109038989852,MBA,2026-03-12,0
6351,Neumann,17.402,12.39,,2461200.5,.00342810183855936,3.252214979154459,8.130772108150543,173.401567363727,259.6974464100373,264.4544265051292,OMB,2026-03-12,0
6353,Semper,15.497,12.78,,2461200.5,.1602090406812191,3.095413837757277,2.508441325730145,31.29052231579985,62.02433278315801,282.3235969292958,MBA,2026-09-01,0
6355,Univermoscow,28.38,11.84,,2461200.5,.07928370799900596,3.202570350302852,22.38153355086977,23.91948975994448,231.7575282905522,71.66115771430134,OMB,2026-03-12,0
6359,Dubinin,31.902,11.65,,2461200.5,.1073087806286331,3.207578039528725,10.72356821275222,89.14132743419796,40.4186450298407,189.7857333351353,OMB,2026-06-05,0
6362,Tunis,22.678,12.16,,2461200.5,.1700850215669901,3.191234221901877,19.19930837057056,104.8342953069097,301.7455356465614,327.4889957261418,MBA,2026-08-08,0
6366,Rainerwieler,15.046,12.29,,2461200.5,.0705280560142179,3.16658690531089,3.678680270211815,153.2418516430052,14.04451789262878,204.0287212758831,MBA,2026-06-05,0
6371,Heinlein,20.586,12.19,,2461200.5,.1379236029779574,3.064555731064221,15.62968350341457,125.1408079786759,31.29846672910024,268.266302021329,MBA,2026-06-05,0
6372,Walker,42.129,11.37,,2461200.5,.1615471095107503,3.183444089033155,15.78900787783496,63.96522257620951,187.0491844415831,55.30975235293703,MBA,2026-06-05,0
6374,Beslan,16.233,12.22,,2461200.5,.0761058907546676,3.169365427567757,9.734980501981269,163.3893699670944,217.5249282831969,342.117356552903,MBA,2026-08-08,0
6379,Vrba,15.158,11.84,,2461200.5,.07681458120877917,2.988394566182365,13.88693837818027,31.66460308386084,179.8940800552761,12.93070894628702,MBA,2026-06-05,0
6392,Takashimizuno,25.221,11.72,,2461200.5,.1319802341891136,3.218505500018675,17.58971425764807,53.11632969099951,246.5333851237853,36.58687918655522,OMB,2025-11-20,0
6404,Vanavara,17.276,13.16,,2461200.5,.09292348336950096,3.06710855698571,4.274469890139395,109.6046948043792,40.36150617660742,346.670807911283,MBA,2026-06-05,0
6415,6415,15.848,12.69,,2461200.5,.1425501330240041,3.14516986407281,4.108039406969342,310.6719636510057,134.8278746766451,276.7609324152357,MBA,2026-08-07,0
6419,Susono,16.571,11.07,,2461200.5,.07623300768857544,3.131208312132491,11.3794736625828,274.4782313512421,76.32684659543332,31.80074778346709,MBA,2026-06-05,0
6432,Temirkanov,21.168,12.53,,2461200.5,.1173028023150964,3.079728579831869,4.141940673444922,132.0053448507133,180.7973826149711,197.2965486658224,MBA,2026-06-05,0
6439,Tirol,17.456,12.03,,2461200.5,.07556735875681868,3.184552773117588,19.08157726993913,147.8661629400351,118.2220231446046,165.7770086896691,MBA,2026-06-05,0
6462,Myougi,21.465,12.60,,2461200.5,.05728659600823161,3.205446894719183,16.4082524153039,107.7534872268289,271.4372368034212,326.5322702609301,OMB,2026-03-12,0
6465,Zvezdotchet,15.324,12.77,,2461200.5,.1570885559999353,2.673538034310582,11.3680894438189,5.55639987144802,97.01788635092413,119.8140490297568,MBA,2026-06-05,0
6467,Prilepina,16.788,13.15,,2461200.5,.1129386976770784,2.655601836098139,4.633061885202971,189.8681440140565,231.9079290504625,256.1904130088239,MBA,2026-06-05,0
6475,Refugium,29.642,11.27,,2461200.5,.1593833100689231,3.145073687236933,8.925259968852187,277.0899035423976,75.31308298532845,349.6965598278645,MBA,2026-06-05,0
6479,Leoconnolly,15.494,12.95,,2461200.5,.1839605286846739,2.613020434557574,13.25773790563096,161.5289832750618,53.1445978248975,29.51991776352351,MBA,2026-06-05,0
6505,Muzzio,15.558,11.06,,2461200.5,.1919820491540741,3.194796406031645,17.65172099894452,257.8806668324428,254.0205697855459,271.7225652077735,MBA,2026-06-05,0
6509,Giovannipratesi,15.004,12.87,,2461200.5,.2385366356836677,2.78974535498722,6.395584418801312,288.0887762305058,103.3282053258586,181.2167589408124,MBA,2026-06-05,0
6545,Leitus,50.951,10.18,,2461200.5,.05228239707670645,5.172272212695439,11.97404122483827,278.0088070434123,150.4443021660634,131.8486597738868,TJN,2026-06-05,0
6546,Kaye,21.624,11.91,,2461200.5,.1035682980662175,3.224005725404434,14.41301751160449,274.7721590425256,271.2044378198103,266.2612061488861,OMB,2026-06-05,0
6557,Yokonomura,15.958,12.53,,2461200.5,.1915545888907726,3.154433587716356,7.806101367621344,42.94530452262767,11.13003479477954,118.3357169924708,MBA,2026-06-05,0
6570,Tomohiro,23.041,12.18,,2461200.5,.1673386809540681,3.139749390373689,14.41079078870287,215.2483530340197,322.3929604583188,320.1021796123469,MBA,2026-06-05,0
6574,Gvishiani,25.393,11.59,,2461200.5,.1924988635794352,3.402247059203392,17.70707306211097,349.2751493466996,240.07863267,81.15850943467417,OMB,2026-03-12,0
6576,Kievtech,16.759,12.68,,2461200.5,.1848022622578437,3.110794927680453,2.629692651539469,93.57936802824686,267.4564370824528,232.3255216682648,MBA,2026-06-05,0
6582,Flagsymphony,19.311,12.96,,2461200.5,.2876171472732231,2.778424992316545,8.90637756100897,206.3848529156415,204.9285003322794,220.6139385622582,MBA,2026-06-05,0
6613,Williamcarl,19.338,12.36,,2461200.5,.1777370958405837,3.158357882643635,25.42846400192663,198.8991993079627,92.97795011429987,233.8621274718666,MBA,2026-06-05,0
6619,Kolya,29.519,11.74,,2461200.5,.1845665988411768,3.172164482607112,19.07395908685818,17.8792823701929,111.5526019776321,37.09816985702776,MBA,2026-06-05,0
6655,Nagahama,16.161,11.68,,2461200.5,.07735999431918139,2.99529034186124,10.75072588346498,74.94417108065838,333.4863070630782,334.6372084113364,MBA,2026-06-05,0
6656,Yokota,18.655,12.59,,2461200.5,.1433366039172493,3.176038858751729,1.891103269532257,55.05466896538033,87.82473967972192,57.80300156864053,MBA,2026-06-05,0
6677,Renoir,18.573,12.39,,2461200.5,.09805457326905802,3.252868991388179,14.62230157406437,31.79011163621595,316.1582705634816,131.043400147224,OMB,2026-06-05,0
6716,Jacobsen,15.985,13.29,,2461200.5,.05815093087880974,2.790156439352415,4.647231748700331,162.033385784406,258.6824026558936,178.6160823373146,MBA,2026-06-05,0
6720,Gifu,21.191,12.29,,2461200.5,.14793747466457,3.09455722969869,14.86432675294236,50.27793586282161,9.541702889108381,184.9186038888458,MBA,2026-06-05,0
6722,Bunichi,15.135,12.89,,2461200.5,.1774860596955583,3.183796245624384,2.815253741260894,63.11294240409737,55.11765837765837,106.5621026940814,MBA,2026-06-05,0
6723,Chrisclark,19.052,12.47,,2461200.5,.1376293078419275,3.201973160474909,17.69815215429145,23.29731225773667,72.95478371080036,110.4464965772431,OMB,2026-06-05,0
6724,6724,20.506,12.13,,2461200.5,.1464143010788962,3.056079502273072,9.569311944348863,103.5962252264343,26.1940490839585,217.1086598567235,MBA,2026-08-07,0
6759,6759,18.673,12.69,,2461200.5,.1969066962766833,3.218983457825414,8.652230995469518,129.5442544760331,85.6742906722417,5.266059321039609,OMB,2026-06-05,0
6782,6782,15.057,13.08,,2461200.5,.06139378134772545,2.789711267125178,3.290463547891369,288.0004558254286,124.4724543131459,190.9078865181816,MBA,2026-06-05,0
6785,6785,27.930,11.24,,2461200.5,.09176261320320125,3.192116942697904,20.01532905635629,46.09799674769374,118.3095330062468,357.2057761645732,MBA,2026-06-05,0
6794,Masuisakura,26.82,11.28,,2461200.5,.2109805347178937,3.086109442182043,16.33141106490823,40.9833368398896,348.2771968092961,240.7642642477616,MBA,2026-06-05,0
6830,Johnbackus,15.286,12.79,,2461200.5,.1464523460496955,3.167466816311339,5.080924562445829,78.94698018606005,152.7887708359357,60.29334256464308,MBA,2025-10-31,0
6850,6850,22.140,12.57,,2461200.5,.0940760532395826,3.147408496909923,5.911186471581757,359.4900051945535,245.1317380543767,77.69707318841496,MBA,2026-03-12,0
6861,6861,17.827,12.47,,2461200.5,.1381976743891783,3.141119408101337,10.7107005508651,21.53263663760979,255.6157732830014,41.48970252776657,MBA,2026-03-12,0
6862,Virgiliomarcon,22.747,11.41,,2461200.5,.009661766792713525,3.174581929867989,12.12218114000442,17.387178724683,34.61373997091326,216.9888717914893,MBA,2026-06-05,0
6869,Funada,23.388,12.26,,2461200.5,.05291802800034896,3.190209959117056,17.01375647439275,127.2257039908492,85.51129853613993,6.115442740708047,MBA,2026-06-05,0
6879,Hyogo,18.772,12.68,,2461200.5,.1678976522892614,3.127544109261404,8.553869941737029,102.9116244690342,307.6268007079398,262.898594554614,MBA,2026-06-05,0
6890,Savinykh,19.196,12.14,,2461200.5,.1677831012320996,3.20685738593691,.9128121287201453,194.8851768259779,113.1480472320658,292.4570797386077,OMB,2026-06-05,0
6924,Fukui,29.616,11.79,,2461200.5,.09834574446803675,3.390147999897994,12.22310727582151,25.22508037217065,290.59591954,123.3069146999964,OMB,2026-06-05,0
6925,Susumu,22.860,12.33,,2461200.5,.1011439323758232,2.834218584258922,14.2170935879391,207.3819367736969,84.05684405922584,49.00344026120142,MBA,2025-11-20,0
6952,Niccolo,15.962,13.10,,2461200.5,.2660838176893635,2.903671813204471,7.488882412906066,207.5048420955736,68.71321096340759,4.014126904586965,MBA,2026-06-05,0
6953,Davepierce,15.849,12.86,,2461200.5,.1736313898138492,3.118921943252935,1.748572120644496,157.2934753245036,131.8046795135776,110.3904696555221,MBA,2026-06-05,0
6955,Ekaterina,16.049,12.53,,2461200.5,.1624329903026263,3.116214559549805,.9431020932287842,31.54613718087803,320.9735621106259,41.71512872419653,MBA,2026-06-05,0
6960,6960,16.360,12.65,,2461200.5,.1424147059817656,3.195904560264003,1.396472511713326,25.93160535733021,275.5266673274297,24.05843567569745,MBA,2025-10-29,0
6975,Hiroaki,18.256,12.44,,2461200.5,.2901970781046453,2.866618489058742,4.860303398340124,322.0731889409936,335.5519197283,3.53172842332873,MBA,2026-06-05,0
6983,Komatsusakyo,26.889,12.36,,2461200.5,.1219463358513258,3.21876899481226,7.782936011669765,110.0482118300701,227.9607844975369,331.4959884252063,OMB,2026-06-05,0
6984,Lewiscarroll,48.053,10.72,,2461200.5,.1888536566887141,3.98674805405594,16.7673856938578,205.9549054355139,246.9196100569633,32.86067086328658,OMB,2026-06-05,0
6996,Alvensleben,18.809,12.34,,2461200.5,.09436058186307857,3.434668841121923,4.101041894970559,157.6678669613576,119.4343129375762,184.7937053875453,OMB,2026-06-05,0
6997,Laomedon,37.549,10.59,,2461200.5,.1009294108391768,5.177669697626313,19.12701524466138,195.2854210773081,58.76298390816837,162.0254257970378,TJN,2026-06-05,0
6998,Tithonus,27.828,11.52,,2461200.5,.07010643345579057,5.172654807502219,1.729981458442245,35.24249205542183,259.5114338116746,115.744432097471,TJN,2026-06-05,0
7003,Zoyamironova,16.594,12.92,,2461200.5,.201173811218967,3.201023422863865,3.772906908578331,11.68643989032775,17.07623668559843,237.774130911168,OMB,2026-06-05,0
7024,Impey,17.223,12.46,,2461200.5,.1677140613113125,3.118294087833991,.3248533320092771,252.4579291975284,117.6589380975239,24.47814026671302,MBA,2026-08-07,0
7027,Toshihanda,23.833,11.87,,2461200.5,.1946377919696962,3.979432663492183,12.35310186743611,77.05156040698408,10.73385889314923,47.97959967356879,OMB,2026-06-05,0
7029,7029,17.961,12.28,,2461200.5,.05386459141684382,3.239874704142732,10.66691617465259,163.2234501920456,91.56700656057698,48.83685865995528,OMB,2026-06-05,0
7036,Kentarohirata,19.172,12.36,,2461200.5,.2016061743467132,3.096396724126856,8.945016773205662,273.4588106513636,293.6983222137424,205.5718691019228,MBA,2026-06-05,0
7037,Davidlean,16.601,12.04,,2461200.5,.1080459640082595,3.10245611519352,11.09009677506397,278.7988901360334,293.2644107569045,185.231693697039,MBA,2026-06-05,0
7050,Shanekelly,15.632,13.04,,2461200.5,.1864038782742426,2.796238019552533,7.761666442413193,20.62876502623767,245.6199853954683,108.5857557982352,MBA,2026-08-08,0
7051,Sean,15.259,12.83,,2461200.5,.1249664211185111,3.225953802887379,3.126700050913873,56.93850797340795,182.4144133363068,349.4355883804109,OMB,2026-06-05,0
7065,Fredschaaf,15.986,12.94,,2461200.5,.03567056772609482,2.777976017131107,7.526627948723165,199.146950198657,179.440890783982,65.94535137392508,MBA,2026-06-05,0
7085,Franksienkiewicz,16.573,12.78,,2461200.5,.2538968721453599,3.103771109814528,2.752962066206751,121.2118599942769,197.5550208911513,155.4055757791615,MBA,2026-06-05,0
7102,Neilbone,21.426,12.21,,2461200.5,.2420702245839685,3.108479637309828,18.66503038489777,297.8134367763418,347.6638791750717,205.5862665846597,MBA,2026-06-05,0
7113,Ostapbender,17.813,12.24,,2461200.5,.05061199044597619,2.961063195404222,12.64046043249607,303.6971459323441,75.14796440442049,258.859376620448,MBA,2026-06-05,0
7119,Hiera,59.150,9.78,,2461200.5,.1017884039431676,5.122211732183269,19.34682288578451,285.4646787788214,123.6963289509089,118.474330069749,TJN,2026-06-05,0
7131,Longtom,29.896,11.90,,2461200.5,.1676847882446472,3.175604262227305,16.14424764291866,78.46344305271252,290.8575086368403,35.73999877388717,MBA,2026-06-05,0
7142,Spinoza,20.287,12.99,,2461200.5,.1086078057993423,3.161371664542435,.3275536082643078,117.3969728711655,119.32129053,327.0140110812052,MBA,2026-06-05,0
7152,Euneus,39.770,10.32,,2461200.5,.06381381005180314,5.1578808636011,3.711817940860765,113.0419936145436,308.2718174401452,118.8368673614738,TJN,2026-06-05,0
7167,Laupheim,23.229,12.29,,2461200.5,.2110490168720334,3.123526186620409,23.49365789248162,219.4697824963224,181.3988944266735,95.5906469093463,MBA,2026-06-05,0
7174,Semois,25.526,11.72,,2461200.5,.1749908935102047,3.999594497988612,12.64474438293265,354.3708850973439,289.7034088102968,310.2094410259866,OMB,2026-06-05,0
7192,Cieletespace,15.028,12.21,,2461200.5,.09569012740116255,3.168622359242331,10.84442114468127,186.2807510421572,133.5383006346417,320.4655020065769,MBA,2026-06-05,0
7214,Anticlus,19.996,11.79,,2461200.5,.03482487862740254,5.207586021612834,13.43714131591008,195.5368575942692,219.8974056647802,149.2111706642491,TJN,2026-06-05,0
7215,Gerhard,24.354,12.07,,2461200.5,.005724576230756541,3.208979122335402,20.69817317826581,317.7279302777248,38.33507439746745,31.4748236658556,OMB,2026-08-08,0
7217,Dacke,24.418,11.72,,2461200.5,.1641534859508982,3.214291470488017,10.14423726833954,325.4583301296668,354.9168303226288,62.51418541079229,OMB,2026-08-08,0
7222,Alekperov,16.069,13.02,,2461200.5,.20205297856577,3.224167061851626,2.879876908066363,112.5468058493646,282.1662661927537,281.9967819921851,OMB,2025-10-31,0
7226,Kryl,16.087,12.82,,2461200.5,.175654815885142,3.214060942806818,2.419662811228724,124.8697390619916,268.2008928402756,30.17112162398451,OMB,2026-06-05,0
7231,Porco,18.328,12.54,,2461200.5,.0715352016808045,3.170835945194415,9.429472339534811,21.22183854346116,324.4186890290802,95.94923821808833,MBA,2026-06-05,0
7253,Nara,22.369,12.01,,2461200.5,.05317970504910743,3.184859431481143,4.692162569947611,82.6552826213432,349.5093030040587,30.33632208939382,MBA,2026-06-05,0
7278,Shtokolov,19.567,12.53,,2461200.5,.1964044289631494,3.15388238781266,6.929125023346135,103.0150056109449,238.653535651501,140.8956612231608,MBA,2026-06-05,0
7284,7284,23.411,11.69,,2461200.5,.166774691074671,3.985584250524815,6.359077248122626,47.05612338266345,40.7844334875351,188.4961219193564,OMB,2026-06-05,0
7286,7286,21.561,12.37,,2461200.5,.2106698505113152,3.124911911723877,15.18469958533457,137.5270060602461,238.3552088679715,135.2814545781891,MBA,2026-06-05,0
7291,Hyakutake,15.933,12.15,,2461200.5,.2346912863078581,3.121152074770645,8.406195076622213,83.89452191542368,302.7776736927675,112.8007390353638,MBA,2026-06-05,0
7305,Ossakajusto,23.779,12.29,,2461200.5,.2278749300177177,2.739673023277242,14.48736439437075,314.5776787126495,336.2201542637271,276.1653213443191,MBA,2026-06-05,0
7322,Lavrentina,15.478,12.13,,2461200.5,.1110346191896644,3.200575033010974,15.97996400512958,3.221144547728144,346.5706402524007,76.16063688902929,OMB,2026-06-05,0
7331,Balindblad,22.407,11.91,,2461200.5,.03732120020887832,3.183259357763789,22.3702685712948,24.19668661622619,357.1129422577303,52.51189711761728,MBA,2026-06-05,0
7352,Hypsenor,47.731,9.96,,2461200.5,.03679291982543435,5.11881133815691,8.184620704972668,130.3374410698522,126.4555482950648,152.0736585658222,TJN,2026-06-05,0
7366,Agata,24.046,12.52,,2461200.5,.1481062420518724,3.146972749514829,6.336322587805379,49.79304832567804,336.83704989,119.0544567555418,MBA,2026-06-05,0
7384,7384,15.203,13.64,,2461200.5,.1098222796405541,2.7916278675265,4.348927021685536,231.0881950591422,126.80042244549,214.9325693683331,MBA,2026-06-05,0
7388,Marcomorelli,16.385,12.74,,2461200.5,.1028072876312041,3.134016350306279,11.5119154380655,183.6535474953179,329.15857806,28.21848630967944,MBA,2026-06-05,0
7394,Xanthomalitia,32.471,11.24,,2461200.5,.03540809718804688,3.923535734196867,8.615730216849427,174.6343927230957,194.0669839222841,66.12042526947668,OMB,2026-06-05,0
7411,7411,19.366,12.83,,2461200.5,.2405113228678791,3.131258796359204,15.47161336948029,340.8034059929151,93.32309787373063,94.10722578832258,MBA,2026-06-05,0
7458,7458,24.718,11.94,,2461200.5,.1721234223574137,3.72808648062849,1.76633145967434,323.4970632028941,239.3082204872979,233.5810117758436,OMB,2026-06-05,0
7466,7466,23.913,12.32,,2461200.5,.138478257782511,3.348746314145334,6.375243601380872,17.78664745149743,1.685146542848559,353.1825575797926,OMB,2026-08-07,0
7476,Ogilsbie,18.494,11.71,,2461200.5,.2204276649896358,3.165090465139762,25.69101254744723,57.32819603882078,145.6745737791109,322.4522822152321,MBA,2026-06-05,0
7483,Sekitakakazu,18.379,12.74,,2461200.5,.06536990247610978,3.190049239977928,3.928085990253607,81.19709109201909,347.1230246938422,187.3105753883696,MBA,2026-06-05,0
7496,Miroslavholub,21.449,12.20,,2461200.5,.3403156085216529,3.102293723676113,15.1530362984047,95.12242571265905,307.7036489277429,222.2466852771871,MBA,2026-06-05,0
7498,Blanik,17.017,12.14,,2461200.5,.02047358847433881,3.178332892657321,20.71856832642686,319.6389455427432,28.18112797304649,263.1520734275013,MBA,2026-06-05,0
7501,Farra,20.013,12.82,,2461200.5,.1102465240605919,3.327451353733287,1.566671650824323,191.9424861242606,199.3299250368981,340.0681060738248,OMB,2026-08-11,0
7536,Fahrenheit,24.053,12.36,,2461200.5,.1551003227948774,2.847615273962061,12.64249704078854,303.4451017952636,354.9958509454652,245.835917812605,MBA,2026-06-05,0
7543,Prylis,42.893,10.67,,2461200.5,.06379145803411797,5.213588693874848,14.05151478849078,195.571723080364,209.0138792565093,148.7411208072643,TJN,2026-06-05,0
7551,Edstolper,19.581,12.71,,2461200.5,.1071020421150581,3.214283679957211,6.966733090933731,174.7277067113461,311.0241865160834,353.4243225015992,OMB,2026-06-05,0
7554,Johnspencer,15.689,12.98,,2461200.5,.2498925883842988,3.167613083142978,13.63958577590807,13.09650596506533,157.1057533241625,63.60945109559599,MBA,2026-06-05,0
7563,7563,15.857,12.82,,2461200.5,.2300888145603209,2.676518505286126,12.63425039159347,83.19062258639329,54.61960028442041,252.697541202755,MBA,2026-06-05,0
7571,Weisse Rose,15.379,12.87,,2461200.5,.1424883253420603,3.110317279681101,2.181362235614805,117.2024060073116,155.4954546324707,175.1146636008576,MBA,2026-06-05,0
7574,7574,23.774,11.98,,2461200.5,.1699651253327394,3.440382898776376,11.10972094247769,61.37974255210663,350.3920979658516,266.9970842691729,OMB,2026-06-05,0
7585,7585,16.238,12.31,,2461200.5,.1108835389362961,3.181044181350012,13.04532202992447,129.4742549529531,180.1497814406027,59.64098215469382,MBA,2026-03-12,0
7588,7588,37.034,11.51,,2461200.5,.1421079738992314,3.215595916907517,20.74439931286782,319.5242578256017,263.2151472555538,315.5401771020594,OMB,2026-06-05,0
7595,Vaxjo,15.654,13.20,,2461200.5,.1448662808159467,2.797877854293249,3.036170649108351,273.6362112769189,235.8421649716268,65.08599580844185,MBA,2026-06-05,0
7605,Cindygraber,38.463,11.67,,2461200.5,.07076281686718383,3.152935272960689,25.91612028266906,311.4423174236902,273.7969078092246,304.8906358148041,MBA,2026-06-05,0
7611,Hashitatsu,23.740,12.29,,2461200.5,.1499165866630308,2.991557680174167,8.492599914874731,109.1976129712364,171.0631585211278,192.7869612289342,MBA,2026-06-05,0
7612,7612,23.056,12.09,,2461200.5,.07227918402997592,3.170859677997364,9.81196164981187,153.8755582902583,262.6223430570039,217.0446814416579,MBA,2026-06-05,0
7626,Iafe,17.198,12.59,,2461200.5,.08530233172980971,3.169782089116809,9.920770189843699,35.22116833573571,358.6896200133484,237.8665147551233,MBA,2026-06-05,0
7635,Carolinesmith,24.186,12.06,,2461200.5,.099350026508153,3.08571357973502,11.08302751647259,78.75771497758141,318.8030394299691,315.3646254292532,MBA,2026-06-05,0
7641,Cteatus,71.839,9.46,,2461200.5,.05337213710281746,5.209224105484608,34.69968672598767,242.0634387764462,230.0721627833435,59.38379274059361,TJN,2026-06-05,0
7650,Kaname,17.848,12.62,,2461200.5,.0349336470844066,2.936732449189854,11.57760029054844,205.2837497495679,223.3214721244111,348.8976138888841,MBA,2026-06-05,0
7662,7662,19.724,12.52,,2461200.5,.1033830262933352,3.23707655723319,16.68786102527815,197.8945310161339,111.091296947999,203.3866100394752,OMB,2026-06-05,0
7710,Ishibashi,17.498,12.57,,2461200.5,.05982021911856424,3.412177341775979,6.278713515311837,41.41699908872727,13.19637520135716,19.2217802096554,OMB,2026-06-05,0
7711,Rip,17.087,13.03,,2461200.5,.2684862421820929,3.077238344733901,12.09076707975762,60.83175760131662,358.4836918509083,314.1129768351105,MBA,2026-06-05,0
7746,7746,18.804,12.29,,2461200.5,.1585003659301064,3.178867106082901,1.2220655931606,35.80060223145389,253.6890741603301,321.3914144855283,MBA,2026-06-05,0
7755,Haute-Provence,18.210,12.42,,2461200.5,.1261204729006725,3.137711640606767,2.604538881541515,92.88895876949377,130.4320201361104,70.10490213569408,MBA,2026-06-05,0
7756,Scientia,16.193,12.85,,2461200.5,.0115067434710325,3.160943742858641,16.64555404096592,107.2083242554622,208.3320898839751,21.47692967909996,MBA,2026-06-05,0
7812,Billward,16.889,12.88,,2461200.5,.2263313761090371,2.785907271257877,16.1408489769215,231.8718835375187,203.2296044318924,323.1443789134672,MBA,2026-03-12,0
7814,7814,18.743,12.77,,2461200.5,.1656877499034867,2.750907720190184,16.95610739901387,314.8000643580499,65.92035946072519,48.36638075639213,MBA,2026-06-05,0
7815,Dolon,42.516,10.29,,2461200.5,.05884153351240386,5.253939438133044,20.3798696228823,147.5199780820432,220.0037369214915,31.76414118671822,TJN,2026-06-05,0
7838,Feliceierman,15.383,12.97,,2461200.5,.05793277669707739,3.14784779712024,21.10435215658417,206.4559172011034,159.6858095455032,328.3337155808212,MBA,2026-03-12,0
7859,Lhasa,16.00,13.60,,2461200.5,.1338168214230146,2.764458794052732,3.739182172492468,7.917443575070209,37.35690298112648,47.53435151056819,MBA,2026-06-05,0
7864,Borucki,15.286,13.06,,2461200.5,.04487175673553122,2.703044090555495,9.366873929831119,109.8110908662908,21.74263180733135,14.37478110452727,MBA,2026-06-05,0
7880,7880,15.731,13.19,,2461200.5,.04376420527135373,2.782963529116326,3.269094882708864,292.1130245382034,1.698061123261757,107.4244081871924,MBA,2026-08-07,0
7895,Kaseda,28.51,11.49,,2461200.5,.1527155013347348,3.14762256787946,13.23532599845936,133.4202022997902,36.94534211054317,201.6166071876853,MBA,2026-06-05,0
7896,Svejk,15.305,12.73,,2461200.5,.1395102278750494,3.136470282295408,1.906646032304535,52.30389309485307,139.2422736612311,195.5432896957488,MBA,2026-08-11,0
7922,Violalaurenti,15.345,13.10,,2461200.5,.1704523075539355,3.085729400800582,14.15975688318432,282.718008071553,222.1595989310491,346.8742126307466,MBA,2026-06-05,0
7928,Bijaoui,15.965,12.86,,2461200.5,.1747779554201742,3.097232621922287,12.04550354162834,293.5436175373198,359.2944730727598,152.0000766896278,MBA,2026-06-05,0
7949,7949,16.605,12.66,,2461200.5,.2708984750308072,2.972509889355574,17.58894187953317,176.3814180237122,262.8286968865249,169.4462563086993,MBA,2026-06-05,0
7950,Berezov,23.803,12.34,,2461200.5,.09657008061376897,3.104251181641879,11.62421778588766,351.3711741037422,335.9539452165257,99.35471449454219,MBA,2026-06-05,0
7965,Katsuhiko,20.684,12.50,,2461200.5,.2868115550042025,2.439846424087328,25.0322459734131,309.9773019330033,280.2350117694781,285.2996400560943,MBA,2026-06-05,0
7992,Yozan,15.614,12.87,,2461200.5,.3301410190754662,3.080898298544433,9.619559342807015,63.31098455604972,311.0271300095806,101.5927283863576,MBA,2026-06-05,0
7994,Bethellen,17.420,12.87,,2461200.5,.1022430549313143,3.059455899868615,.04931697917685803,232.1412166234559,281.439289155009,34.6456283222733,MBA,2026-06-05,0
7999,Nesvorny,25.143,12.58,,2461200.5,.08827845271279611,3.049300447382871,11.69822218820127,281.6312776639821,162.5883714157885,82.86104238969621,MBA,2026-06-05,0
8010,Bohnhardt,16.064,12.69,,2461200.5,.1140040614127495,3.159017003931671,5.530730848740661,222.1651246443569,254.2989579202169,289.4151669626126,MBA,2026-08-07,0
8027,Robertrushworth,20.111,12.47,,2461200.5,.1624601917968295,3.193893209423845,7.672944416781223,256.2832174501749,23.75890628335855,84.15429479377649,MBA,2026-08-07,0
8028,Joeengle,19.123,12.32,,2461200.5,.2073155572574233,3.121164723363266,23.30577076738833,21.82693765807107,310.9037942793785,100.879915477029,MBA,2026-06-05,0
8029,Miltthompson,15.683,12.82,,2461200.5,.1326332184611125,3.145464817906861,6.537121429536601,24.43922059391653,23.74112067175519,14.94893770750365,MBA,2026-06-05,0
8030,Williamknight,20.579,12.08,,2461200.5,.06580327282052403,3.233630294462746,7.204225681089121,10.68235021269977,324.3350137978662,6.509497019900755,OMB,2026-06-05,0
8036,Maehara,15.418,12.92,,2461200.5,.1611161789066919,3.005256649268738,6.754591793371804,61.5008266088661,274.5072803057517,205.8664819205287,MBA,2026-06-05,0
8060,Anius,37.873,11.02,,2461200.5,.09219672906790048,5.218349628367195,7.074189275934174,6.350994890097801,34.94427667221739,155.1663435832783,TJN,2026-06-05,0
8064,Lisitsa,15.165,13.35,,2461200.5,.2049737893875742,2.785841136838764,7.554922279629499,3.130981782411277,285.6157490321926,142.6661778274348,MBA,2026-06-05,0
8066,Poldimeri,20.473,12.75,,2461200.5,.09425954015473431,3.187349616552026,10.49885483070155,189.7802883166022,108.3357887681042,62.52590565624631,MBA,2026-03-12,0
8067,Helfenstein,23,12.74,,2461200.5,.1427567888684622,2.576245641568864,15.34008050072399,344.6379505663326,29.90192861045741,357.3681844495659,MBA,2025-11-20,0
8086,Peterthomas,25.629,11.75,,2461200.5,.2067239035169454,3.947867900338607,12.12092921736682,28.41638394863563,287.3039108444113,261.8920959852353,OMB,2026-06-05,0
