number,name,diameter_km,H,G,epoch_tdb,e,a,i,node,peri,M,class,soln_date,U
1330,Spiridonia,68.417,10.22,,2461200.5,.07497058237017994,3.172559369032276,15.95788664819888,158.7502431010527,2.207263189001222,304.975658509264,MBA,2026-06-05,0
1331,Solvejg,36.824,10.66,,2461200.5,.1895018599177746,3.100960508266886,3.101120949692521,121.3143869000961,184.2505959248106,4.951217530726385,MBA,2026-06-05,0
1332,Marconia,46.796,10.61,,2461200.5,.1356403960942294,3.058174531940921,2.451670563760782,13.44668498006208,347.8722736763787,195.5785647998507,MBA,2026-06-05,0
1333,Cevenola,15.262,11.45,,2461200.5,.1314267654688947,2.63422402200784,14.61901312173054,114.9854754707584,336.5092902193845,267.5696258989158,MBA,2026-06-05,0
1334,Lundmarka,27.621,10.55,,2461200.5,.09101258110622179,2.917167043171404,11.45757998909706,133.0889078617984,129.3265529834875,200.3846211748747,MBA,2026-06-05,0
1336,Zeelandia,21.441,10.66,,2461200.5,.06302446354948027,2.850012139103597,3.195715005753332,97.38253684331222,217.2873029546942,55.34038621517398,MBA,2026-06-05,0
1337,Gerarda,40.875,11.22,,2461200.5,.1020694464814271,2.908934859960928,17.99601069933558,160.1030123376263,202.1391693656386,172.6289419125575,MBA,2026-06-05,0
1339,Desagneauxa,24.450,10.91,,2461200.5,.05277094912366975,3.021111433579143,8.690381468269441,290.6469818160207,159.3123312477942,144.3134728831542,MBA,2026-06-05,0
1340,Yvette,29.451,11.21,,2461200.5,.1186476791944277,3.194270395401325,.4097324633379504,343.9259491250997,228.0440020953939,315.1744004172413,MBA,2026-06-05,0
1341,Edmee,23.859,10.73,,2461200.5,.07606429801328322,2.743453837106153,13.09828625171943,107.4210297731586,142.3792586360643,271.606013694209,MBA,2026-06-05,0
1343,Nicole,23.793,11.08,,2461200.5,.1157626818790279,2.567916046022798,6.02824435102323,41.17306675519822,235.417458095215,332.1443078445831,MBA,2026-06-05,0
1345,Potomac,72.976,9.83,,2461200.5,.1834033102895019,3.990401102916433,11.40671474669123,137.3940448098385,332.366188261946,354.7749549433971,OMB,2026-06-05,0
1347,Patria,32.40,11.30,,2461200.5,.06637113904616299,2.571162889808061,11.87020184786464,229.0364596388844,202.4209000869843,316.9524778434654,MBA,2026-06-05,0
1348,Michel,16.290,11.14,,2461200.5,.1386138593314271,2.791592976182816,6.587737206341438,87.51302654524463,17.27088510278281,46.75313462840369,MBA,2026-06-05,0
1349,Bechuana,24.249,10.63,,2461200.5,.1520659284083338,3.019380780169125,10.0538009016489,307.0139682872658,305.5661701662781,219.3347786441102,MBA,2026-06-05,0
1350,Rosselia,20.822,10.70,,2461200.5,.08561936076133346,2.858082997811487,2.943802776523852,139.4518545495451,237.7037078511036,358.0313336609769,MBA,2026-06-05,0
1351,Uzbekistania,60.010,10.17,,2461200.5,.06909959307384607,3.194214660734327,9.644308060057984,9.292762400298892,65.13223514655223,324.7606907375501,MBA,2026-06-05,0
1352,Wawel,19.979,11.19,,2461200.5,.06308253983423309,2.777626655479101,3.761292061220511,185.9300539525348,213.4604692663676,353.9066608299356,MBA,2026-08-08,0
1353,Maartje,39.013,10.04,,2461200.5,.0950741510924714,3.011067584835322,9.202417898226914,211.6101324607876,96.43248308948669,20.29014633745662,MBA,2026-03-11,0
1354,Botha,41.732,10.99,,2461200.5,.2146923269712914,3.126503427805103,5.950758762109824,28.65113422973735,249.9543573238448,106.5573177530963,MBA,2026-06-05,0
1356,Nyanza,60.895,10.27,,2461200.5,.05532737837399213,3.080630597612197,7.944918570569403,69.53463058418392,299.016557353232,173.7609518651664,MBA,2026-06-05,0
1357,Khama,38.321,10.95,,2461200.5,.1534975578456598,3.189223991764119,13.95503971417519,83.62369797433627,283.0418286558341,296.4496531088072,MBA,2026-06-05,0
1358,Gaika,22.183,12.62,,2461200.5,.1650578661033316,2.477036706198548,2.171900589742521,21.72074437352783,286.943333093106,115.1810388884618,MBA,2026-06-05,0
1359,Prieska,46.096,10.41,,2461200.5,.07263071562643496,3.120594110359338,11.08649320204859,63.91604323881677,342.3410446737712,85.94142533395801,MBA,2026-06-05,0
1360,Tarka,33.316,11.48,,2461200.5,.2145656826597015,2.633370730677682,22.83256302986318,331.3841353126582,287.5864517266754,123.3064455270921,MBA,2026-06-05,0
1361,Leuschneria,29.637,10.95,,2461200.5,.1304740974520988,3.080410683351055,21.58882923543423,164.6617236188906,171.6396094775047,278.358096660563,MBA,2026-06-05,0
1362,Griqua,26.936,11.23,,2461200.5,.3727093995095518,3.211446420398755,24.23744301430972,121.2987318158196,261.625369602231,170.294193692351,OMB,2026-06-05,0
1364,Safara,21.197,10.77,,2461200.5,.06926871013792323,3.012770686459961,11.46808900224006,63.84593221811075,225.9359011712084,245.7447219605514,MBA,2026-06-05,0
1366,Piccolo,27.55,10.46,,2461200.5,.1380694568518343,2.879889398463399,9.45246758427005,23.87047941709748,284.2927217475631,170.5427067277711,MBA,2026-06-05,0
1368,Numidia,19.591,10.93,,2461200.5,.06061110011606836,2.525755416607856,14.81342966605228,17.95855995424027,264.2995779475617,212.5947692308817,MBA,2026-06-05,0
1369,Ostanina,42.401,10.70,,2461200.5,.2168084454681453,3.113791358370007,14.37547466370886,179.8107500221028,129.1409809279726,214.3467274228395,MBA,2026-06-05,0
1371,Resi,27.155,11.77,,2461200.5,.1223730241692149,3.19823034076554,16.45660626661317,185.0449730229703,101.3673864010843,326.7397484740908,MBA,2026-06-05,0
1372,Haremari,26.491,11.13,,2461200.5,.1478070485625174,2.767453940396627,16.43644284216035,327.3596957989413,87.65590202804434,210.2359786557937,MBA,2026-06-05,0
1373,Cincinnati,19.448,11.45,,2461200.5,.3150913518845092,3.41730225292975,38.95235185328961,297.4385831786451,98.86779510250228,143.8969005393383,OMB,2026-06-05,0
1378,Leonce,21.228,12.38,,2461200.5,.1509857089033185,2.373686011267269,3.591815010086722,43.49854256203179,201.9512845667919,180.9904014410276,MBA,2026-06-05,0
1379,Lomonosowa,18.690,10.86,,2461200.5,.0932344949885416,2.523540662978351,15.61073728663395,169.8156536288278,32.92711505489496,153.5727437532879,MBA,2026-03-11,0
1380,Volodia,21.188,11.78,,2461200.5,.1108779284906843,3.145465495039705,10.40831947613078,358.8712066100929,247.8372053374604,2.778911123917034,MBA,2026-06-05,0
1381,Danubia,19.825,12.69,,2461200.5,.1813111908217271,2.488889558719751,4.698924682895476,351.709818947825,29.44603637160605,112.78067118495,MBA,2026-06-05,0
1383,Limburgia,23.399,12.25,,2461200.5,.1864985274812805,3.082803839849896,.05439385074626901,192.7569770055684,165.3761535468201,341.6651091656437,MBA,2026-06-05,0
1384,Kniertje,26.517,11.62,,2461200.5,.1795409397751783,2.678291075911303,11.85938619988243,152.78705161,276.0997192503374,288.1233656734522,MBA,2026-06-05,0
1385,Gelria,19.526,10.84,,2461200.5,.1073062694063533,2.741023593274708,6.920520731526828,114.8420183882497,259.449172570033,266.7699515120185,MBA,2026-06-05,0
1388,Aphrodite,21.355,11.14,,2461200.5,.08834762489664051,3.025352397715311,11.16693810124944,54.22793155989743,259.7198666622048,160.5746704701823,MBA,2026-06-05,0
1390,Abastumani,95.849,9.16,,2461200.5,.03699918333344684,3.438544255796093,19.91724166906067,28.82294446401767,336.7728019526933,92.78467057672908,OMB,2026-06-05,0
1392,Pierre,26.44,12.05,,2461200.5,.2022773480368656,2.608515108799254,12.25823816121403,358.2034473146263,43.90036575583042,273.855607895908,MBA,2026-06-05,0
1395,Aribeda,19.919,11.49,,2461200.5,.06801095419755401,3.198254574885633,8.66043821971628,244.7191099777499,107.0950811834348,193.93979868791,MBA,2026-06-05,0
1397,Umtata,20.798,11.41,,2461200.5,.2528769573344565,2.684770804521156,3.506449287087182,77.41658360291829,206.5956300764575,171.6744911870312,MBA,2026-06-05,0
1398,Donnera,24.553,10.23,,2461200.5,.0989730371841199,3.161646827260255,11.84818521744841,296.8613136008792,72.92850847279897,342.5799614628116,MBA,2026-03-11,0
1400,Tirela,15.697,11.43,,2461200.5,.2352183189188191,3.129137274462604,15.5883947515658,209.5155596126762,113.2310644512712,165.9798886896948,MBA,2026-06-05,0
1403,Idelsonia,26.531,11.56,,2461200.5,.2938051934992894,2.717605802724266,10.17918311906522,156.9552655232065,192.2895039002481,.6683503499519078,MBA,2026-03-11,0
1404,Ajax,83.990,9.29,,2461200.5,.112234599668095,5.282250039674843,18.03249366238109,332.8779072580851,61.57499448921174,129.0108929449682,TJN,2026-06-05,0
1406,Komppa,24.243,11.51,,2461200.5,.09797649704727332,2.69721438455799,12.43096921031437,332.9928009757717,86.71452765236958,53.69589295236133,MBA,2026-06-05,0
1407,Lindelof,20.310,11.01,,2461200.5,.2839124121886105,2.760962378033679,5.825064341172681,268.3123598162301,111.132135411764,198.3296851861491,MBA,2026-06-05,0
1408,Trusanda,35.423,11.26,,2461200.5,.09751490771792511,3.105694100209774,8.349705749906015,201.3581448859696,185.4062093642812,158.8488037084919,MBA,2026-06-05,0
1409,Isko,35.54,11.09,,2461200.5,.05669344609234763,2.676548850194828,6.706712232835184,177.4919091107596,205.0175706155232,253.9881613010577,MBA,2026-06-05,0
1410,Margret,21.083,11.11,,2461200.5,.1090107104426559,3.019739072153312,10.36272675760153,170.7416350327618,233.3729259665865,90.1625651749186,MBA,2026-06-05,0
1411,Brauna,28.272,11.00,,2461200.5,.0608707114410206,3.001033214020744,8.055467044871053,284.4136150743053,91.74719038245632,174.9395968099645,MBA,2026-06-05,0
1413,Roucarie,19.838,11.38,,2461200.5,.06632667790884157,3.022157967050972,10.23743550932361,178.5729200807691,296.9967903289049,23.28692573693197,MBA,2026-06-05,0
1414,Jerome,15.105,13.09,,2461200.5,.1579594195561224,2.786412207336455,8.852532121191043,143.5909881644735,1.982386515244101,69.44193519067009,MBA,2026-06-05,0
1416,Renauxa,27.552,10.66,,2461200.5,.1103220315400313,3.017473021056333,10.03939684510207,352.4243451118669,65.69960457535041,76.47470779479258,MBA,2026-06-05,0
1417,Walinskia,16.874,11.23,,2461200.5,.07815952944144183,2.972244723641583,8.269455335013667,95.9667283828728,163.504249941186,97.53562865788801,MBA,2026-03-11,0
1420,Radcliffe,20.524,12.00,,2461200.5,.07804158007479266,2.748603234118208,3.489681387955264,260.710621847907,72.50798854036202,309.3097989301647,MBA,2026-06-05,0
1421,Esperanto,43.31,10.60,,2461200.5,.08470836740999339,3.087986591400206,9.802110226687313,42.54472955317099,161.5219080345146,191.3979074043374,MBA,2026-06-05,0
1423,Jose,19.580,10.93,,2461200.5,.08278648841805927,2.858298843967273,2.90447754434392,58.4187933345511,320.1115560747571,184.9292532685398,MBA,2026-06-05,0
1424,Sundmania,64.691,9.98,,2461200.5,.05534082955110141,3.189656528189269,9.160371747294347,42.87530554815631,304.1321582509734,26.90761652678158,MBA,2026-06-05,0
1426,Riviera,17.613,11.00,,2461200.5,.1611222994991027,2.579752032090177,9.067093108930454,334.9876622850665,274.4883879920883,153.0668046724082,MBA,2026-06-05,0
1427,Ruvuma,35.406,11.43,,2461200.5,.2098230589960888,2.75437863073188,9.332878876786522,78.38913094340559,242.195774442726,136.6887440709704,MBA,2026-06-05,0
1428,Mombasa,52.464,10.27,,2461200.5,.141302808869522,2.809793277251091,17.30502697617274,115.6227282339045,251.7807740686019,256.2928449968888,MBA,2026-06-05,0
1434,Margot,27.178,10.38,,2461200.5,.06938596674599545,3.016541675783292,10.82835237083474,152.3087365660979,144.8124808834868,331.3542181892924,MBA,2026-06-05,0
1436,Salonta,53.769,10.28,,2461200.5,.05955274594365217,3.15110788292512,13.87717198039099,260.3743294041192,32.89200598798577,170.1352583493957,MBA,2026-06-05,0
1437,Diomedes,117.786,8.14,,2461200.5,.04587842622153006,5.228651365544077,20.45319407877838,315.7727376430237,131.5010067170855,122.4155528777388,TJN,2026-06-05,0
1438,Wendeline,37.511,11.56,,2461200.5,.2367356760917635,3.159679505097537,2.043189098991235,238.2043668037306,128.9908731081591,242.6078556332642,MBA,2026-06-05,0
1439,Vogtia,50.561,10.65,,2461200.5,.1174774863242248,3.994490341862971,4.203617558654742,35.53498289502737,100.7873847346046,311.4820430985209,OMB,2026-06-05,0
1440,Rostia,15.299,12.57,,2461200.5,.1857369404375781,3.161979229936278,2.266514020581766,46.52045912817798,350.8418387397238,295.9140930783381,MBA,2026-08-08,0
1442,Corvina,16.947,11.50,,2461200.5,.07950783787653745,2.875248958828697,1.260797661249317,220.49944454368,129.5526613973853,163.0240340780235,MBA,2026-06-05,0
1443,Ruppina,16.467,11.06,,2461200.5,.06366728990860895,2.938160924146535,1.935316804717221,174.7782250964018,159.2932988423816,331.5012264028223,MBA,2026-06-05,0
1444,Pannonia,26.363,11.76,,2461200.5,.1370286983692864,3.152717423928274,17.76045267555879,303.199511611698,310.0166704799078,147.9817320099658,MBA,2026-06-05,0
1445,Konkolya,20.332,11.82,,2461200.5,.1867251968236776,3.118001823579288,2.27824928287837,88.86483370002591,274.6493799661015,125.694248083355,MBA,2026-06-05,0
1448,Lindbladia,20.65,13.05,,2461200.5,.185899397875607,2.371965895626284,5.810838292636643,44.74585112948799,75.05748283406528,69.96789492911655,MBA,2026-06-05,0
1450,Raimonda,18.481,12.51,,2461200.5,.1720981935361875,2.611598431811346,4.854123155273659,74.83130841673226,14.88270969545857,17.06941296160399,MBA,2026-06-05,0
1452,Hunnia,20.910,12.22,,2461200.5,.2017882191683552,3.11064307439232,14.19975896134128,21.26601894027836,93.50939306660912,50.77193736058878,MBA,2026-06-05,0
1456,Saldanha,37.815,11.14,,2461200.5,.2260348675958003,3.202928505441972,10.44339754748994,282.3366375203545,65.63253283820897,141.4916232992472,OMB,2026-06-05,0
1457,Ankara,17.834,10.81,,2461200.5,.1582876249891983,2.69476642731784,6.084158693040531,296.073261579809,296.669443972084,99.83296905825866,MBA,2026-06-05,0
1458,Mineura,17.19,11.33,,2461200.5,.182690559490558,2.625255242750125,12.53506469267834,181.5622328662803,100.0577109170544,359.6086445199225,MBA,2026-06-05,0
1459,Magnya,29.188,10.46,,2461200.5,.2280616569895671,3.152711747824378,16.89008555108648,41.37212523240624,328.7679892482935,325.758643392556,MBA,2026-06-05,0
1461,Jean-Jacques,35.145,10.13,,2461200.5,.05181860476505384,3.12902574361623,15.31464737551854,104.6068758801558,333.7757668876824,35.93210404655879,MBA,2026-06-05,0
1462,Zamenhof,27.366,11.38,,2461200.5,.108196733936169,3.146242284953453,.9640105257873848,24.73269363607807,186.215243285144,213.2003416791255,MBA,2026-06-05,0
1463,Nordenmarkia,36.547,10.71,,2461200.5,.1946056059747708,3.149065277711909,7.260488741748902,329.0838947796436,80.3220781885897,12.16526293486745,MBA,2026-06-05,0
1464,Armisticia,23.313,10.98,,2461200.5,.04536707362325047,3.004955423442861,11.54398501711725,86.54971439037278,61.31846310905994,142.5530853509607,MBA,2026-06-05,0
1465,Autonoma,18.111,11.74,,2461200.5,.1778546472439129,3.026540046824729,9.922278024266808,166.9115828584879,50.15496373056725,230.6146737789692,MBA,2026-06-05,0
1466,Mundleria,22.131,12.43,,2461200.5,.1558266061294589,2.377861020048572,13.1422355704882,154.7894415098698,75.56539215745237,27.23367371421628,MBA,2026-06-05,0
1467,Mashona,89.160,8.77,,2461200.5,.1265655582053494,3.387275935867543,21.89879866344198,326.2892047835597,350.325693629931,40.60661586775063,OMB,2026-06-05,0
1469,Linzia,74.780,9.94,,2461200.5,.06079046435186275,3.125519448091681,13.41927131162265,188.6765500731696,206.9482345823093,264.1096955051914,MBA,2026-06-05,0
1470,Carla,36.97,11.13,,2461200.5,.0739854018336043,3.155563581758644,3.200599313630392,358.1790206991985,338.1639509825901,242.0057651292367,MBA,2026-06-05,0
1471,Tornio,28.719,11.13,,2461200.5,.1191922291471714,2.715843548657646,13.60702290527074,321.8415377105313,93.22761344117954,173.3235013628841,MBA,2026-06-05,0
1473,Ounas,18.164,11.88,,2461200.5,.2369418674867681,2.576695289352867,13.63795667083557,216.3925407984263,129.608829179409,110.9301325007508,MBA,2026-06-05,0
1477,Bonsdorffia,25.851,11.60,,2461200.5,.2657305269199799,3.209997732477738,15.8098630925596,319.8023252449622,105.4270012407415,256.7888515390246,OMB,2026-06-05,0
1479,Inkeri,15.206,11.90,,2461200.5,.1947737012209795,2.673849760278442,7.293963265197712,17.97735733086654,79.56628433303155,92.59909192403885,MBA,2026-06-05,0
1481,Tubingia,33.770,10.45,,2461200.5,.04050701146927604,3.021689353420789,3.508162631884797,353.5289964180507,318.2734042622351,159.5839375377048,MBA,2026-06-05,0
1482,Sebastiana,17.186,11.04,,2461200.5,.03947085217625836,2.87121459869335,2.97158979654965,70.96516699552863,219.3813079156102,283.8629725298651,MBA,2026-06-05,0
1484,Postrema,40.871,10.83,,2461200.5,.2073133957119002,2.735528652883668,17.29636219034786,72.58776923086998,126.8594614063555,170.5956189906677,MBA,2026-03-11,0
1485,Isa,17.336,11.84,,2461200.5,.1189541147289217,3.022337948996251,8.93427945177703,297.3005703711493,46.07649709371074,232.047504980073,MBA,2026-06-05,0
1487,Boda,25.671,11.29,,2461200.5,.124572906593867,3.135181067816541,2.467262010465526,97.03080778936959,106.6858973807527,141.5561159637173,MBA,2026-06-05,0
1488,Aura,24.665,10.25,,2461200.5,.1136007408888795,3.04241720772583,10.55377808782242,354.2243388906144,115.2593073257426,185.8935035807229,MBA,2026-06-05,0
1489,Attila,26.789,11.74,,2461200.5,.153606136474853,3.186075230815648,2.472704820927636,154.557919844228,26.8443003364102,111.8553162324845,MBA,2026-07-15,0
1491,Balduinus,21.941,11.39,,2461200.5,.127651546285033,3.241367197943435,3.640167403580126,312.9905584873019,160.7161933954652,157.1149830229566,OMB,2026-06-05,0
1493,Sigrid,28.905,12.11,,2461200.5,.2007565031836237,2.429590297551317,2.575938514878385,330.5350232444039,1.539720738105628,71.09941670701519,MBA,2026-06-05,0
1497,Tampere,15.519,11.48,,2461200.5,.08287653055420144,2.894943564828891,1.057386094271099,299.8946563227627,27.75049574720238,325.0101865607237,MBA,2026-06-05,0
1498,Lahti,31.605,11.86,,2461200.5,.2345384592162509,3.103925854974788,12.66057213314008,265.0474375558791,96.97162617956585,24.04571789555548,MBA,2026-06-05,0
1502,Arenda,35.518,11.48,,2461200.5,.08705502883648825,2.731940768469723,4.093156551846224,204.2762006077097,272.6248536409933,98.54247017145657,MBA,2026-06-05,0
1503,Kuopio,22.985,10.63,,2461200.5,.1015037032126365,2.627222943595092,12.34360669468351,316.8027895460291,178.8298678941013,175.1288110147458,MBA,2026-06-05,0
1505,Koranna,22.277,11.43,,2461200.5,.1338032993748238,2.659066403649643,14.5052016991043,248.1250568164975,344.5614230519629,20.77523624910817,MBA,2026-06-05,0
1510,Charlois,24.507,11.72,,2461200.5,.1492796261811366,2.671221920043692,11.83035824073878,331.3096743021528,164.4629373291442,19.85960461939029,MBA,2026-06-05,0
1512,Oulu,79.872,9.54,,2461200.5,.1428256554649311,3.969612926085931,6.4651299720514,10.0479246879836,237.146010772702,14.85224844268972,OMB,2026-06-05,0
1516,Henry,26.442,12.08,,2461200.5,.1854192544481498,2.622398374883596,8.74962260578576,125.8082216979619,93.77969728127202,240.5350726362415,MBA,2026-06-05,0
1517,Beograd,39.524,11.40,,2461200.5,.04307736472833781,2.716820455525028,5.271771768663048,63.82845005323025,229.49147892924,145.8406505629165,MBA,2026-06-05,0
1519,Kajaani,31.166,11.54,,2461200.5,.2391284845862641,3.128463688733954,12.60059597336848,15.77681559775016,338.9515894906692,305.1225267896965,MBA,2026-06-05,0
1520,Imatra,53.435,10.56,,2461200.5,.09430319154084721,3.108759214121611,15.27640087112589,253.2631709333777,119.7275893807598,31.53141027867433,MBA,2026-06-05,0
1524,Joensuu,45.056,10.80,,2461200.5,.1196199818912848,3.111346683854484,12.69305565956095,347.6171608459904,1.007935236159918,305.7358966224023,MBA,2026-06-05,0
1529,Oterma,56.319,9.94,,2461200.5,.207350836776352,3.988941364096273,9.069040295824202,100.485993156823,293.1805856904017,87.92347838022077,OMB,2026-06-05,0
1532,Inari,24.439,10.82,,2461200.5,.04707696763799487,3.006187681211285,8.775636053523858,330.4957327003037,128.1243147308903,205.6961972704625,MBA,2026-06-05,0
1533,Saimaa,24.298,10.80,,2461200.5,.0414990320021704,3.009661712963792,10.71638682027197,156.5292943992793,7.854054661563343,233.2186164221603,MBA,2026-08-08,0
1534,Nasi,22.12,11.87,,2461200.5,.2503437917829853,2.731084871671274,9.793191596866393,62.08541492064009,42.37643657106685,154.0835346936716,MBA,2026-06-05,0
1535,Paijanne,23.836,11.57,,2461200.5,.2015669955671376,3.155767463686891,6.082701446523973,264.5039453271548,41.21594522563824,221.6584787139396,MBA,2026-06-05,0
1537,Transylvania,20.288,12.32,,2461200.5,.2931289957426544,3.059006464731683,3.855875858213617,229.8621602730872,148.7383749934478,12.55706657649849,MBA,2026-08-08,0
1539,Borrelly,26.791,11.22,,2461200.5,.193609936257792,3.140465915097991,1.73538950494206,142.8926428266208,249.9759802175487,114.7046481294354,MBA,2026-06-05,0
1540,Kevola,43.875,10.95,,2461200.5,.084713415813192,2.850469031403872,11.95709435594001,52.38829126576447,110.8254479016875,336.1755966326901,MBA,2026-06-05,0
1541,Estonia,22.000,11.55,,2461200.5,.0673845406107772,2.770253682181615,4.869559586539236,1.218569808009158,190.0908630442808,313.797770244225,MBA,2026-06-05,0
1542,Schalen,42.374,10.56,,2461200.5,.1193326743917923,3.089925878876226,2.76919179436923,211.5720952537398,162.2175738658754,182.9578592855349,MBA,2026-06-05,0
1544,Vinterhansenia,24.561,11.94,,2461200.5,.1042474712919427,2.373831873336122,3.332236704283849,59.89193971128078,356.651802317858,33.76342562794931,MBA,2026-06-05,0
1545,Thernoe,18.656,11.80,,2461200.5,.2370605896474983,2.77080251454128,2.951143295763738,51.77469990723636,89.81143690726446,49.85884371408655,MBA,2026-06-05,0
1546,Izsak,26.438,10.70,,2461200.5,.1280824727250812,3.171214833716266,16.1240649379459,190.2696449199825,281.0386717783513,275.2832715358098,MBA,2026-06-05,0
1547,Nele,20.877,10.59,,2461200.5,.2512825209099002,2.646946918211242,11.72115442369132,291.2080760188041,154.9129061227911,258.8060831426922,MBA,2026-06-05,0
1548,Palomaa,30.761,11.69,,2461200.5,.08199864514168548,2.786186092783696,16.55456727044582,116.8903699151111,87.19628074419374,197.4285321354562,MBA,2026-06-05,0
1552,Bessel,18.514,11.50,,2461200.5,.1020578012380053,3.011515468568347,9.833707275189793,9.804652698323494,40.36832970351439,68.63382302845307,MBA,2026-06-05,0
1554,Yugoslavia,16.185,11.41,,2461200.5,.2010553694923985,2.620346238867174,12.14293798117398,217.0251375754556,131.6358578679742,86.30283747314262,MBA,2026-06-05,0
1555,Dejan,23.199,11.78,,2461200.5,.275197159499691,2.691900782977433,6.019867627796082,317.9842184015699,47.91888596816667,66.47484730795753,MBA,2026-06-05,0
1556,Wingolfia,28.65,10.49,,2461200.5,.1058203530971704,3.428343361169069,15.72109483532702,91.35609376172329,266.1590035465903,239.896883526139,OMB,2026-06-05,0
1557,Roehla,18.766,11.46,,2461200.5,.1088005018345997,3.00808969982809,10.30216840626233,354.9370114654399,3.569084639341827,171.2948892341596,MBA,2026-06-05,0
1558,Jarnefelt,54.977,10.46,,2461200.5,.02776995856971996,3.22449435397409,10.51091872909042,110.7554917494477,303.9273226995468,277.1839378727867,OMB,2025-11-19,0
1560,Strattonia,23.825,11.67,,2461200.5,.2115624930678657,2.685117295171653,6.282028450403593,289.0601759324038,94.6414063441872,22.19586959450474,MBA,2026-06-05,0
1561,Fricke,25.352,11.45,,2461200.5,.1330919065961626,3.195337431508686,4.315283807273781,230.2490128910369,46.39647663182427,256.9755092510443,MBA,2026-06-05,0
1564,Srbija,41.681,10.99,,2461200.5,.1982042933158066,3.168612051540122,10.95947295419553,176.9336996482849,233.0600123971181,337.2822974545088,MBA,2026-06-05,0
1567,Alikoski,69.242,9.75,,2461200.5,.08189817829248715,3.21584893523924,17.25219026539399,51.36590176545872,108.3150403690188,325.698459850837,OMB,2026-06-05,0
1569,Evita,36.346,11.20,,2461200.5,.1311586947720141,3.15001926732328,12.25123762290012,99.4195093939682,248.0854135365647,302.058836916607,MBA,2026-06-05,0
1571,Cesco,18.464,11.66,,2461200.5,.115317505521715,3.139152567731888,14.59861725536386,292.3169310340966,141.6250477013989,336.560043191242,MBA,2026-06-05,0
1572,Posnania,31.500,10.33,,2461200.5,.2030148595756874,3.111819479639982,13.26781320219894,5.858392029523837,354.3904472281208,353.0996151354166,MBA,2025-11-19,0
1574,Meyer,57.785,10.01,,2461200.5,.03551429011162044,3.53579930630404,14.48039250771692,245.5853586902527,259.3620533287499,253.5306840559743,OMB,2026-06-05,0
1576,Fabiola,27.357,11.33,,2461200.5,.1676623521565287,3.142984717885333,.9552238948787558,166.5850186914907,247.21287956,331.9487264231965,MBA,2026-06-05,0
1578,Kirkwood,47.077,10.16,,2461200.5,.2412086313340558,3.929909413488797,.8072794672478379,74.02023044853382,1.929796414488991,240.3020654827697,OMB,2026-06-05,0
1579,Herrick,46.925,10.66,,2461200.5,.1282251609499524,3.441000044403545,8.763484097921706,183.9609634273626,278.5721500629925,20.62051588524982,OMB,2026-06-05,0
1581,Abanderada,29.508,11.12,,2461200.5,.1230266585323997,3.155805753229874,2.539236273189601,104.8033161338113,89.09812147658486,243.6546546541673,MBA,2026-06-05,0
1582,Martir,37.252,11.52,,2461200.5,.1248452511864742,3.156835623389121,11.60609450969375,93.89101766253377,127.536378803688,232.8653700422626,MBA,2026-06-05,0
1583,Antilochus,108.842,8.54,,2461200.5,.05292730779889446,5.15386729375085,28.48155199579634,221.3894349726494,189.272533469459,148.8100590295429,TJN,2026-06-05,0
1584,Fuji,19.180,10.81,,2461200.5,.1957043407475217,2.375200622330174,26.64763741792698,305.3329079889912,188.8519445275113,40.00148041604108,MBA,2026-06-05,0
1585,Union,55.271,10.30,,2461200.5,.3081416388679274,2.930553428582416,26.17067595245433,150.0520257227031,264.2419914796376,214.1713730103112,MBA,2026-06-05,0
1587,Kahrstedt,15.444,11.55,,2461200.5,.1557169924603112,2.543550553219709,7.835596581879629,357.2989780260734,98.21304207762708,53.0537799266185,MBA,2026-06-05,0
1588,Descamisada,17.541,11.44,,2461200.5,.06977071204873013,3.02953892213845,11.26161744483545,98.53168770859878,222.2637740027453,22.63671796424895,MBA,2026-06-05,0
1595,Tanga,26.572,12.03,,2461200.5,.1105741568662963,2.644451409846978,4.163233475480943,112.1608721723695,189.3471254343536,89.9851138479233,MBA,2026-08-08,0
1596,Itzigsohn,45.534,10.74,,2461200.5,.1285675686820209,2.891083978551168,13.28774040218753,248.9558819534783,159.6635176845703,226.1246159944566,MBA,2026-06-05,0
1599,Giomus,41.295,11.11,,2461200.5,.1401818334467715,3.132170457830324,6.091019450105096,43.28581769554658,355.0589841156773,221.1915025227595,MBA,2026-06-05,0
1603,Neva,39.564,10.96,,2461200.5,.09363320340861388,2.755871034333643,8.551864578535511,129.9350144581647,255.9342618693412,291.1462629207334,MBA,2026-06-05,0
1604,Tombaugh,32.33,10.63,,2461200.5,.1048309160391844,3.02064400557982,9.394862652617975,308.8550038936374,36.63169779836358,241.3127421872247,MBA,2026-06-05,0
1605,Milankovitch,29.598,10.27,,2461200.5,.07101866227016299,3.015379829223052,10.57833184793789,173.5882345023437,277.3530470040348,192.194131511796,MBA,2026-06-05,0
1606,Jekhovsky,18.981,12.22,,2461200.5,.3176280748207822,2.688978527013367,7.71942807176959,190.2923423263804,142.8911183611924,59.47794529495902,MBA,2026-06-05,0
1609,Brenda,29.64,10.55,,2461200.5,.2485945023197204,2.584353540913738,18.62858319242229,105.1798088723741,229.0002657926656,348.5844378153601,MBA,2026-06-05,0
