id,label,vmag,src,ra,dec,epoch,pmra,pmdec,plx,rv,hip,tyc,hr
Gaia DR3 2443095153084654208,TYC 4669-731-1,9.15,G,0.000434825,-5.494409354,2016.0,22.498113286351444,-11.301014444999133,1.9638818764037183,-17.371372,,4669-731-1,
Gaia DR3 2738327528519591936,Gaia DR3 2738327528519591936,9.09,G,0.00087195,1.088978348,2016.0,-0.3601410665873848,-5.052624168963223,5.41509565667704,8.299213,,,
Gaia DR3 2738614363615548032,TYC 1-194-1,9.36,G,0.026597566,1.331967851,2016.0,-15.354446179408678,2.073910190124555,3.1984345802356167,10.226724,,1-194-1,
Gaia DR3 2449930576356314880,HIP 14,7.27,G,0.04868477,-0.360492288,2016.0,58.72592161992058,-10.210756192039149,5.996582818481182,22.96328,14,4663-160-1,
Gaia DR3 2739891068414238464,HIP 31,7.62,G,0.098084588,2.67547913,2016.0,-1.262117045536786,0.1583736011868728,1.984872774999839,4.140553,31,4-19-1,
Gaia DR3 2738198542061746560,TYC 1-1167-1,9.25,G,0.115663962,0.205260273,2016.0,21.884063891036096,45.249562698405725,5.935405141315597,22.740736,,1-1167-1,
Gaia DR3 2448644044672541568,TYC 4663-1120-1,9.34,G,0.123044099,-2.389616802,2016.0,19.47945845459696,-36.012623703981795,8.228606753708405,25.380959,,4663-1120-1,
Gaia DR3 2448142358132819456,HIP 44,7.93,G,0.132812453,-3.30624502,2016.0,13.08767069189338,17.005771622489675,3.845131542207095,7.2502394,44,4666-405-1,
Gaia DR3 2738323714588656512,HIP 51,8.95,G,0.143462848,1.06625054,2016.0,10.426408804305629,7.748420556296155,3.0225572313444165,14.257961,51,1-263-1,
Gaia DR3 2738198645140961920,HIP 56,8.14,G,0.163102095,0.222924108,2016.0,39.322010071985716,-2.1904920237000636,1.6703744785709773,-37.73893,56,1-1015-1,
Gaia DR3 2739998854913538176,TYC 4-111-1,9.46,G,0.166646127,3.336365144,2016.0,-3.351723177085498,-7.858711121043204,1.8904356306817607,4.8947005,,4-111-1,
Gaia DR3 2739124537011002752,TYC 1-162-1,9.51,G,0.197412276,2.384809044,2016.0,59.88654061153495,-20.669894697328054,4.290186091273593,0.28015712,,1-162-1,
Gaia DR3 2444686180769411840,HIP 81,8.57,G,0.242573522,-4.933305769,2016.0,-187.00120867869003,-173.23287594814397,22.20930813205747,0.16338588,81,4666-884-1,
Gaia DR3 2442882255849262592,HIP 87,7.79,G,0.26146223,-5.835048418,2016.0,-7.645050751924847,-10.587692510056813,4.914035841582084,4.633999,87,4669-606-1,
Gaia DR3 2442881882188346112,TYC 4669-801-1,7.67,G,0.280469167,-5.874369099,2016.0,-13.831765646681706,-5.3084518093885995,3.355217769663841,9.932954,,4669-801-1,
Gaia DR3 2546019543207725440,HIP 93,8.12,G,0.292520295,-0.076398175,2016.0,42.194281845560376,-64.7476249896942,15.709884326560838,-2.9694805,93,4663-456-1,
Gaia DR3 2448648683237231488,TYC 4663-1207-1,9.1,G,0.313489408,-2.340805187,2016.0,-18.126669569090602,-56.406411440832855,3.1577800573485333,-150.36043,,4663-1207-1,
Gaia DR3 2746675845432075520,TYC 594-1018-1,9.46,G,0.333412187,7.701319127,2016.0,-35.293483670695174,-71.27277438487549,6.956904883676053,-16.923239,,594-1018-1,
Gaia DR3 2745434874761797632,HIP 109,7.22,G,0.346591482,6.791434118,2016.0,-1.4826414573365982,-8.273099799176679,5.247190245727351,9.992168,109,7-323-1,
Gaia DR3 2546070155102350720,TYC 1-451-1,9.23,G,0.364999067,0.301582372,2016.0,-17.61199019254437,-2.3268102943434466,2.0757368720297547,-49.276543,,1-451-1,
Gaia DR3 2741976395295431424,TYC 7-933-1,8.99,G,0.39891593,5.054927977,2016.0,11.650320473562058,-3.830287622988751,1.3574841951534231,-46.144196,,7-933-1,
Gaia DR3 2744993592641271808,HIP 129,9.32,G,0.415643638,5.372912163,2016.0,6.0389297001301125,23.42869529029165,5.187827757027265,20.1816,129,7-793-1,
Gaia DR3 2546012258943198592,HIP 135,8.64,G,0.426885048,-0.218287037,2016.0,20.228026959268842,-114.54350652550279,19.124114507523373,-7.301446,135,4663-94-1,
Gaia DR3 2448177130188111232,29 Psc,5.12,G,0.456113492,-3.02754919,2016.0,17.905068989075442,-10.329104953597605,7.584454310165935,0.0,145,4666-935-1,9087
Gaia DR3 2745888285868345600,TYC 7-986-1,9.62,G,0.470560893,7.341056989,2016.0,28.90469233190648,-11.526293628583277,3.7543033844396274,11.728868,,7-986-1,
HIP 154,30 Psc,4.412,H,0.489964933,-6.013971449,1991.25,48.39,-40.94,7.55,0.0,154,,9089
Gaia DR3 2546040708806574976,TYC 1-981-1,9.38,G,0.491147906,0.128361147,2016.0,-53.58531788103884,-48.40767518065741,13.356736867383281,-22.609459,,1-981-1,
Gaia DR3 2443126832763492096,HIP 157,8.52,G,0.500596359,-5.213792612,2016.0,38.78564614288999,29.720636023035674,5.827980350425292,27.390942,157,4669-132-1,
Gaia DR3 2447975472883245568,TYC 4666-179-1,9.6,G,0.509153025,-3.27463834,2016.0,44.56670322239479,-32.221044789770716,6.055785461883143,22.73877,,4666-179-1,
Gaia DR3 2448569690198755840,HIP 159,6.93,G,0.511074736,-2.766185646,2016.0,38.23798058974192,-3.320105645310672,15.648562219917743,9.158727,159,4666-98-1,
Gaia DR3 2546072972600930432,TYC 1-286-1,9.13,G,0.527190212,0.415351052,2016.0,45.43023667832258,2.0078357256709594,7.596015705799992,-3.8517148,,1-286-1,
Gaia DR3 2448568453248165504,TYC 4666-130-1,9.58,G,0.533259914,-2.820472778,2016.0,-36.61143100762528,-91.82632014529706,1.6558830845714443,-122.84755,,4666-130-1,
Gaia DR3 2448675037156598656,TYC 4663-969-1,9.61,G,0.571907578,-2.139342306,2016.0,46.345057677517545,-44.208823093136694,9.55392643973323,21.651625,,4663-969-1,
Gaia DR3 2441919225398318592,TYC 4669-97-1,9.56,G,0.57239255,-6.970267659,2016.0,1.615396561116702,10.563010705875012,1.4371860403619536,27.795572,,4669-97-1,
Gaia DR3 2741868883674091904,TYC 4-824-1,9.86,G,0.590278764,4.493843447,2016.0,8.977983606989968,2.0668242032697823,0.6101592388059115,3.1938667,,4-824-1,
Gaia DR3 2745196589975701120,TYC 7-460-1,9.58,G,0.592432557,6.159596917,2016.0,8.193245474516342,-20.523519708073692,1.5272975434033145,-16.94175,,7-460-1,
Gaia DR3 2442860476071386112,HIP 187,8.98,G,0.602611463,-6.05942393,2016.0,71.88276429098849,-35.21857817458291,7.668441514327944,-7.7575655,187,4669-705-1,
Gaia DR3 2745212189296914944,HIP 188,8.63,G,0.603052696,6.332785009,2016.0,79.31789284552275,-51.16067863555027,9.725312019076737,-10.314328,188,7-1008-1,
Gaia DR3 2444616396140808192,TYC 4669-336-1,8.53,G,0.645538219,-5.186658431,2016.0,-23.292958603126927,-2.1348978483589014,8.215799218240377,1.2818722,,4669-336-1,
Gaia DR3 2447959667403600000,TYC 4666-590-1,9.77,G,0.675585266,-3.390915462,2016.0,-10.348045071661305,-4.511571368051195,1.5017515386587215,13.246606,,4666-590-1,
Gaia DR3 2745190748818657536,HIP 219,8.57,G,0.690451238,6.034308345,2016.0,32.074061387419405,-20.962999930295343,10.203231902597851,10.340556,219,7-637-1,
Gaia DR3 2448552098012705920,TYC 4666-799-1,8.63,G,0.695633662,-2.916842381,2016.0,-15.473064449157619,-27.925412691245555,5.743828297800484,1.9226019,,4666-799-1,
Gaia DR3 2740132445576227328,HIP 224,9.03,G,0.696267792,3.860437516,2016.0,2.3298467993039083,4.7302770468055275,2.0770871731381795,10.342176,224,4-526-1,
Gaia DR3 2739059700184753280,HIP 223,7.36,G,0.696838513,2.129737831,2016.0,62.34003169829917,-93.3532447037803,23.37127366746855,0.0,223,1-903-1,
Gaia DR3 2739059700183271424,TYC 1-903-2,9.07,G,0.696989395,2.129328447,2016.0,70.78455912615702,-90.45066379159863,23.309230253649122,0.0,,1-903-2,
Gaia DR3 2449656145124769024,HIP 236,8.1,G,0.737939195,-0.89395432,2016.0,17.81500026526331,-18.099140604577272,2.6510788709456192,9.352721,236,4663-679-1,
Gaia DR3 2740045618517383680,HIP 239,8.55,G,0.743224183,3.381923784,2016.0,7.330114057081306,-2.021820042315895,3.5928548267477884,18.196053,239,4-184-1,
Gaia DR3 2739090520870085504,TYC 1-760-1,9.7,G,0.759399211,2.357639994,2016.0,-4.315033390154827,-2.7692140702525085,0.8827081301378861,-26.242785,,1-760-1,
Gaia DR3 2745815511942534016,TYC 7-1068-1,10.1,G,0.788414887,6.955253954,2016.0,-2.0570197651821323,-3.9083093929012858,0.7057176718979415,-27.829025,,7-1068-1,
Gaia DR3 2444418071730907264,TYC 4669-550-1,9.21,G,0.820622806,-5.459007612,2016.0,-26.750241634467432,40.806870669137155,10.262057601062864,-4.420499,,4669-550-1,
Gaia DR3 2545970374422180224,TYC 4663-766-1,9.42,G,0.829608076,-0.164259041,2016.0,162.3833803280252,-60.107569629418585,8.69029405009797,-22.493736,,4663-766-1,
Gaia DR3 2444844338643998080,HIP 267,8.11,G,0.835268317,-4.145797921,2016.0,-20.632861853732564,-9.738033972903866,11.507278221412177,1.5200177,267,4666-202-1,
Gaia DR3 2741902384419052416,TYC 4-558-1,9.18,G,0.881925555,4.745329727,2016.0,4.639975154616401,-12.907234376349052,5.001793018338762,20.4809,,4-558-1,
Gaia DR3 2738451292297336576,TYC 1-819-1,9.15,G,0.912378909,1.586201131,2016.0,-5.420659359303683,13.382242979850696,1.5843074325749598,12.809056,,1-819-1,
Gaia DR3 2740136328226698624,HIP 294,7.88,G,0.917000533,3.906925348,2016.0,-22.527486136115726,-11.46468750180785,6.748981478501849,2.2983963,294,4-582-1,
Gaia DR3 2449545747286658688,TYC 4663-29-1,9.39,G,0.924800361,-1.55553603,2016.0,39.12633539851159,3.833000972086946,3.173272597628497,27.820168,,4663-29-1,
Gaia DR3 2447914656146370176,TYC 4666-562-1,9.27,G,0.938130256,-3.416808205,2016.0,9.796108611247591,-7.162306697752117,0.9964414312716449,37.25954,,4666-562-1,
Gaia DR3 2546173784072783232,TYC 1-558-1,9.78,G,0.959757985,0.618034436,2016.0,1.9294939111399176,5.37652441112513,1.47659116208281,4.3604536,,1-558-1,
Gaia DR3 2739088837242944256,TYC 1-248-1,9.86,G,0.99309576,2.38528814,2016.0,3.211774133834895,-12.602753362891256,0.7901294196197837,-6.3050313,,1-248-1,
Gaia DR3 2444826707806254848,TYC 4666-899-1,8.86,G,0.996934234,-4.310187517,2016.0,27.615433761038343,-42.7615617912013,2.676577994350512,8.856427,,4666-899-1,
Gaia DR3 2441864696493574144,TYC 4669-465-1,9.5,G,1.012653887,-6.988294416,2016.0,128.1307686189779,41.92840302088871,16.504138521141673,0.0,,4669-465-1,
Gaia DR3 2444650481001321856,HIP 327,9.57,G,1.046329887,-4.926111946,2016.0,24.13534129274337,-0.7692330649051874,3.1695526216730494,21.711006,327,4666-734-1,
Gaia DR3 2545985114749972864,TYC 4663-472-1,9.53,G,1.06207343,-0.007385263,2016.0,14.17448526659914,5.263139675889568,1.6308140307589178,19.397394,,4663-472-1,
Gaia DR3 2441864284176718080,Gaia DR3 2441864284176718080,8.42,G,1.125479067,-6.965496219,2016.0,-40.73542498546443,-13.826649643947091,11.665916146444426,17.7292,,,
Gaia DR3 2739072310208793472,TYC 1-13-1,8.52,G,1.125711687,2.267398365,2016.0,27.96451357825455,0.0017903390889731877,1.8333875748873107,-25.43283,,1-13-1,
Gaia DR3 2739257440478508288,HIP 368,7.91,G,1.156215801,2.937233771,2016.0,20.40456722797573,1.3723892234326596,3.55074129040058,-15.655643,368,4-415-1,
Gaia DR3 2745587672517414272,Gaia DR3 2745587672517414272,8.37,G,1.171103753,6.522207587,2016.0,-68.8743722698579,-54.90511697091152,4.826710875761125,-6.2018843,,,
Gaia DR3 2449600379269545088,TYC 4663-49-1,8.99,G,1.17305884,-1.05934463,2016.0,9.925347963218366,-11.369452957430463,5.219246991262023,10.183083,,4663-49-1,
Gaia DR3 2545992880050861440,HIP 383,8.8,G,1.188914153,0.056520031,2016.0,7.579410805900534,4.979750490655376,5.1519495856088575,9.505839,383,1-665-1,
Gaia DR3 2738776816458107136,HIP 384,8.18,G,1.192709711,1.53680442,2016.0,-21.92412829666327,-19.889181012183744,3.74350648743872,5.8370905,384,1-337-1,
Gaia DR3 2745580182094450944,HIP 388,9.15,G,1.210189558,6.41660145,2016.0,-9.927107922355338,-11.642267736839768,4.016154012942673,9.712154,388,7-263-1,
Gaia DR3 2546219654323556608,HIP 416,8.84,G,1.265153007,1.037489572,2016.0,109.40960269602414,-49.305126801032024,8.92390532133216,0.19236833,416,1-58-1,
Gaia DR3 2545746482070713856,HR 2,6.33,G,1.266129225,-0.503273921,2016.0,45.24499480184957,-53.593677808429916,6.9276970783478315,14.913562,417,4663-45-1,2
Gaia DR3 2546193059886033408,TYC 1-220-1,10.89,G,1.275089688,0.730031705,2016.0,7.563824669239474,-3.32947565664655,0.9081456182574289,-23.945925,,1-220-1,
Gaia DR3 2739080522186283392,HIP 429,8.7,G,1.292618165,2.397025782,2016.0,42.35201271607299,-41.46979297386701,11.287318774159461,-15.684706,429,1-208-1,
Gaia DR3 2448771519302047616,TYC 4663-955-1,9.1,G,1.294087817,-1.85369149,2016.0,18.58346254270522,-10.134359073249247,2.0472423592665763,-26.442938,,4663-955-1,
Gaia DR3 2739256822003230208,HIP 433,9.49,G,1.311830894,3.007425323,2016.0,-11.253224752642154,3.935563807723004,1.8178976663702697,31.129549,433,4-65-1,
Gaia DR3 2448773821404516992,Gaia DR3 2448773821404516992,7.96,G,1.32723817,-1.794022109,2016.0,57.69729941021307,11.575023961839292,2.9971325705456127,-27.999096,,,
Gaia DR3 2444348733779214976,33 Psc,4.62,G,1.333868019,-5.707222967,2016.0,-11.984768348586643,89.31366627153393,23.515167887366733,-3.8110127,,4669-996-1,3
Gaia DR3 2740066131281248256,HIP 448,6.92,G,1.34254964,3.606093822,2016.0,-21.566920713344658,2.1879025158396663,5.488711885581545,9.028286,448,4-586-1,
Gaia DR3 2448824673816028160,TYC 4663-501-1,9.39,G,1.353390079,-1.440352661,2016.0,-34.80469212015219,-31.060426673081388,3.8208910444152515,-5.38953,,4663-501-1,
Gaia DR3 2444877319698022272,HIP 453,7.6,G,1.356082599,-3.851817095,2016.0,-5.390363540029914,-32.26137340928115,3.808226949177445,26.328245,453,4666-648-1,
Gaia DR3 2448726576764281728,TYC 4663-1282-1,8.31,G,1.376582394,-1.82031023,2016.0,4.2092971862208985,-20.34821940667918,3.3852851718597425,13.723928,,4663-1282-1,
Gaia DR3 2546084654911499648,HIP 511,8.23,G,1.533611127,0.121380181,2016.0,13.975284864546376,-8.4276407190284,3.3402729925003833,-17.02688,511,1-560-1,
Gaia DR3 2448701872112427904,TYC 4663-1293-1,9.29,G,1.548428277,-2.154855127,2016.0,31.12045399516017,10.831041384801466,3.3344817388771997,-26.729572,,4663-1293-1,
Gaia DR3 2448745474620408832,Gaia DR3 2448745474620408832,8.71,G,1.554768392,-1.887369117,2016.0,-10.449453841403809,-44.101018087810466,7.820956217447382,0.0,,,
Gaia DR3 2544904982013770880,HIP 521,8.23,G,1.577622694,-1.238240999,2016.0,-19.96027495903152,-32.5066676098942,3.726246953389972,-19.033846,521,4663-771-1,
Gaia DR3 2739190885665340672,TYC 4-52-1,10.37,G,1.584571073,2.785554552,2016.0,-1.690721029685413,-5.771344807082386,0.5285184958314121,-14.851069,,4-52-1,
Gaia DR3 2444791115409525760,HIP 556,8.2,G,1.695981285,-4.350420657,2016.0,58.96858149709033,-88.52401190469742,10.586267921709618,0.0151437335,556,4666-754-1,
Gaia DR3 2745569908532764800,TYC 7-1186-1,9.36,G,1.708991107,6.653574467,2016.0,20.046985068726997,-27.3590030606088,5.125909960373242,4.9115744,,7-1186-1,
Gaia DR3 2738814302932742272,HIP 565,8.98,G,1.718395566,1.861057725,2016.0,55.07930422029919,6.756080963201137,6.583482463047724,0.0,565,1-783-1,
Gaia DR3 2445252081364244096,HIP 569,8.22,G,1.723948517,-3.627250993,2016.0,-124.13671397227085,-222.25887526728465,19.043512461881427,-27.654346,569,4666-687-1,
Gaia DR3 2444819359115612544,TYC 4666-874-1,9.62,G,1.733047225,-4.006990903,2016.0,4.785693726685075,-6.592421662632624,1.5895209404281463,28.51517,,4666-874-1,
Gaia DR3 2742050539317440000,TYC 7-1102-1,9.1,G,1.744584478,5.442577431,2016.0,108.97478748086219,-66.88550629276108,13.679239945322792,-31.176035,,7-1102-1,
Gaia DR3 2448507258554139648,TYC 4663-1085-1,9.79,G,1.756571983,-2.336837185,2016.0,3.7848117203668377,-16.202604540269352,1.445269051057677,-1.5068318,,4663-1085-1,
Gaia DR3 2742030786761600768,HIP 579,8.37,G,1.760102881,5.287934673,2016.0,-4.1126127538047745,-13.504901470542345,1.7032713716144376,12.556301,579,7-805-1,
Gaia DR3 2745671097961804160,HIP 581,7.46,G,1.767089596,6.875447727,2016.0,-37.04199302380006,-25.546629105284424,7.083286934418579,0.0,581,7-200-1,
Gaia DR3 2546117262303269632,TYC 1-945-1,9.75,G,1.786284714,0.339849175,2016.0,24.77475563898298,2.526017579739629,2.4505609128664028,-13.37896,,1-945-1,
Gaia DR3 2448433178958233856,TYC 4666-157-1,8.87,G,1.798961233,-2.715171365,2016.0,-6.4212331583859825,-13.383988948418283,2.636692968857586,5.848461,,4666-157-1,
Gaia DR3 2742514812395436160,HIP 593,8.85,G,1.802380817,6.20419484,2016.0,-8.340246345636116,-18.475020412436276,4.964161200421279,-0.8302943,593,7-1140-1,
HIP 603,HIP 603,7.7436,H,1.826625009,7.703571928,1991.25,-3.66,-5.14,6.03,0.0,603,,
HIP 603,HIP 603,7.7436,H,1.826625009,7.703571928,1991.25,-3.66,-5.14,6.03,0.0,603,,
Gaia DR3 2741778105243939456,TYC 4-846-1,8.47,G,1.829991281,4.558599294,2016.0,32.67211996378904,11.681684940289326,1.544277552135664,24.154076,,4-846-1,
Gaia DR3 2738790629073019520,HIP 604,8.94,G,1.830678374,1.665054509,2016.0,-79.8764414297729,-4.831644862510658,9.856190427819508,-26.175009,604,1-1339-1,
Gaia DR3 2444594092378215936,Gaia DR3 2444594092378215936,9.2,G,1.898392951,-4.547943882,2016.0,-60.32969393534681,-98.93703958656226,17.25547584454546,0.0,,,
Gaia DR3 2752065101674932736,TYC 594-584-1,9.55,G,1.900823057,8.376012846,2016.0,-0.4622731977263569,-28.57466992941406,7.638227508843332,-1.1398344,,594-584-1,
Gaia DR3 2741731479078988800,TYC 4-1196-1,9.73,G,1.904261887,4.507150763,2016.0,43.758427666866055,-4.621028531447192,1.6761095757428164,67.51173,,4-1196-1,
Gaia DR3 2545923851335601536,TYC 1-818-1,9.65,G,1.910728221,0.17906666,2016.0,-2.8944316099379543,-4.004396486855033,1.877638890806458,10.301733,,1-818-1,
Gaia DR3 2546603864917819136,TYC 1-521-1,9.32,G,1.91355974,1.346597989,2016.0,5.538922982571508,-9.32840835286507,1.4465349066221809,23.714237,,1-521-1,
Gaia DR3 2546583661391637760,HIP 628,8.25,G,1.916606102,1.094109962,2016.0,-13.419508301136949,-21.464632391398084,3.7929611485132737,0.0,628,1-1394-1,
Gaia DR3 2448436443133372544,HR 11,6.45,G,1.933915857,-2.548671359,2016.0,26.82175856287476,1.978475214306961,4.574151951274963,0.0,635,4666-548-1,11
Gaia DR3 2544841622656236416,TYC 4663-53-1,9.03,G,1.939887819,-1.34861592,2016.0,5.083385199429089,-9.322056542695087,2.243914012949045,19.532314,,4663-53-1,
Gaia DR3 2444372923034796672,Gaia DR3 2444372923034796672,8.87,G,1.949255421,-5.485804095,2016.0,14.28211324433928,29.15694432930257,5.073980688064813,-1.0190101,,,
Gaia DR3 2545911550549266944,TYC 1-979-1,9.12,G,1.959437293,0.129764565,2016.0,88.05289104435668,-38.920579429654104,7.956355252058734,8.1416855,,1-979-1,
Gaia DR3 2444549463370780032,TYC 4666-928-1,9.06,G,1.972691264,-4.855066528,2016.0,200.34300756145007,-25.927415607333803,9.904782746076384,0.0,,4666-928-1,
Gaia DR3 2741817481505903872,HIP 658,8.21,G,2.023941043,4.927078597,2016.0,-38.844555823691145,-37.17106249787489,3.3591576649453585,-13.75935,658,4-932-1,
Gaia DR3 2448444655110889088,HR 14,6.16,G,2.050427389,-2.447722263,2016.0,6.577164122893081,-3.722664535919526,2.7677159938423537,0.0,,4663-363-1,14
Gaia DR3 2444375946691777152,TYC 4669-228-1,9.1,G,2.070328764,-5.347397915,2016.0,135.2654186313606,-82.93461659812155,8.289519409822706,1.9149815,,4669-228-1,
Gaia DR3 2740854068801454592,TYC 4-555-1,10.05,G,2.089453657,3.907750013,2016.0,-5.134302417917555,-6.183053136133978,0.6464150587698003,-35.12476,,4-555-1,
Gaia DR3 2740753429127746816,HIP 675,8.02,G,2.09244457,3.440489056,2016.0,34.27404822655409,-34.76182526699439,3.3248477176067737,-7.1736145,675,4-417-1,
Gaia DR3 2745647973856851712,HIP 682,7.59,G,2.107664339,6.616794493,2016.0,87.52487887794223,-1.8270634766019807,26.03863506376948,0.92887235,682,7-632-1,
Gaia DR3 2741765632660710272,TYC 4-648-1,9.26,G,2.117494248,4.786610088,2016.0,23.843070783039956,0.9179372385640301,2.096554657468561,0.0,,4-648-1,
Gaia DR3 2742418983085155584,TYC 7-927-1,9.27,G,2.123539912,5.626780859,2016.0,24.981811893444487,-19.55407123928463,2.6261306712245487,-3.0463278,,7-927-1,
Gaia DR3 2745654502208226816,Gaia DR3 2745654502208226816,9.23,G,2.134607133,6.782961176,2016.0,34.94474601721769,-3.621136651376144,3.6149904053081294,7.151969,,,
Gaia DR3 2741710622719594496,TYC 4-629-1,9.13,G,2.140572926,4.326704794,2016.0,139.15673347855272,9.39095231120304,7.593723264749847,62.95477,,4-629-1,
Gaia DR3 2448519559340542976,HIP 700,7.09,G,2.179789441,-2.222588909,2016.0,37.766544071768806,-1.4762339949476493,5.479173980391349,-12.451724,700,4663-1285-1,
Gaia DR3 2741827445830062976,TYC 7-718-1,8.01,G,2.201996115,5.097142493,2016.0,26.470587506372528,8.441615879570497,3.5090791565192245,-3.5690176,,7-718-1,
Gaia DR3 2751994045736011392,HIP 710,7.43,G,2.203151146,8.02208034,2016.0,8.186091423791153,48.23577775128088,10.961548607791157,0.0,710,594-1091-1,
Gaia DR3 2546563389146053888,TYC 1-269-1,9.61,G,2.205562828,1.254206601,2016.0,10.999827648166576,-8.313999304722802,0.6924916216775658,8.805686,,1-269-1,
Gaia DR3 2741827858146922880,TYC 7-1160-1,8.38,G,2.20654518,5.140658247,2016.0,70.30996074479818,3.745878577530467,3.924379142848087,-25.93563,,7-1160-1,
Gaia DR3 2444473322190567808,TYC 4669-136-1,10.19,G,2.214193048,-5.208817775,2016.0,-6.224782731771976,-2.994511754473457,0.5980712163278411,-48.614758,,4669-136-1,
Gaia DR3 2546506455058657280,Gaia DR3 2546506455058657280,7.36,G,2.217702072,0.692486563,2016.0,5.752791073215073,4.559934409511068,5.55647730890064,22.535248,,,
Gaia DR3 2545860698136514176,TYC 1-884-1,9.59,G,2.300898555,0.074215792,2016.0,-100.97647597126331,-69.37061368708771,8.117157067998933,11.531206,,1-884-1,
Gaia DR3 2545860491978084736,HIP 766,8.58,G,2.35222936,0.071827991,2016.0,-39.6363020186891,-38.623194614079914,7.505926580741413,2.551883,766,1-779-1,
Gaia DR3 2546561151467110784,HIP 769,7.28,G,2.366950946,1.244063275,2016.0,29.56975516267116,5.491192720517444,5.882168314638142,-14.798476,769,1-293-1,
Gaia DR3 2738934012261114112,TYC 1-39-1,9.4,G,2.371484637,2.303961173,2016.0,14.624932110165897,-11.938005234240372,2.088161058488765,7.590692,,1-39-1,
Gaia DR3 2741747490718897152,TYC 4-1200-1,9.52,G,2.37975225,4.629053394,2016.0,99.45042400848982,34.2503175019591,5.899853946781291,0.0,,4-1200-1,
Gaia DR3 2445216042294970880,HIP 788,9.58,G,2.431918615,-3.678230798,2016.0,-30.425804930169804,41.96231356814108,6.095118913024618,-9.429149,788,4666-777-1,
Gaia DR3 2752042939643757952,TYC 594-1213-1,9.41,G,2.463998546,8.453260265,2016.0,58.86614389607644,-9.588238550360858,14.238896944717753,13.290989,,594-1213-1,
Gaia DR3 2752042939643758080,HIP 795,9.39,G,2.465459845,8.453115349,2016.0,57.07038080751397,-11.619741672113307,14.232170339367704,14.413709,795,594-396-1,
Gaia DR3 2741768828116445952,HIP 802,7.79,G,2.479210417,4.832546728,2016.0,12.238420843477128,7.914363363594374,2.7777486805605864,13.79023,802,4-588-1,
Gaia DR3 2448447163371820672,HIP 803,6.87,G,2.479271814,-2.561329071,2016.0,4.014752659846737,-14.558876374972382,2.8388449205274675,16.025492,803,4666-595-1,
Gaia DR3 2740947321131297280,HIP 806,8.52,G,2.488007621,4.166074059,2016.0,6.905073633931119,-7.025063105499631,2.484379660475457,2.4488401,806,4-566-1,
Gaia DR3 2752049193116422656,Gaia DR3 2752049193116422656,9.42,G2,2.488955981,8.576754587,2016.0,0.0,0.0,0.0,0.0,,,
Gaia DR3 2751721882248934272,TYC 8-129-1,9.33,G,2.554029099,7.470893285,2016.0,23.167985176420707,-7.850065293737414,1.6626007138173882,-26.372608,,8-129-1,
Gaia DR3 2741770958420224128,TYC 5-350-1,9.58,G,2.571691176,4.8925515,2016.0,51.80026842591741,38.07045301645241,8.428210651258812,6.2077684,,5-350-1,
Gaia DR3 2443724589131828224,HR 29,5.86,G,2.578796856,-5.248718524,2016.0,37.37855889152673,-29.357206691140895,17.07111765931045,24.3505,840,4670-1076-1,29
Gaia DR3 2443529803774885632,TYC 4670-468-1,8.62,G,2.603986791,-6.039755508,2016.0,18.883039958644268,-8.220073333813557,3.905041462276824,-19.422396,,4670-468-1,
Gaia DR3 2738937070277854592,HIP 868,8.18,G,2.663627379,2.300701494,2016.0,0.481173906919023,4.141300544808094,3.7906196765229545,-40.97964,868,2-468-1,
Gaia DR3 2546769822454212992,HIP 870,7.5,G,2.669624776,2.055629297,2016.0,-12.658896915070533,19.1472823727015,17.62959923625995,17.397957,870,2-1064-1,
Gaia DR3 2740563694652632576,TYC 5-45-1,10.86,G,2.674607123,3.175724699,2016.0,-1.4059597468805094,-3.2142333026646877,0.752534980214425,-47.760014,,5-45-1,
Gaia DR3 2443646317647474304,TYC 4670-181-1,9.62,G,2.68680916,-5.67120168,2016.0,5.492795855807201,-6.697689278245637,3.885514452215247,18.714827,,4670-181-1,
Gaia DR3 2742150358650502784,TYC 8-872-1,8.48,G,2.711054871,5.088714287,2016.0,16.997646550063592,-19.412175727870775,2.55523909576177,-18.641926,,8-872-1,
Gaia DR3 2752141586453191424,TYC 595-631-1,9.41,G,2.72625673,8.650363676,2016.0,25.21202478083484,-3.5934211083569343,1.3607679955298617,-8.592611,,595-631-1,
Gaia DR3 2544555268597007616,HIP 892,7.95,G,2.737421434,-2.074645035,2016.0,43.489836899590856,-19.364770993506315,3.8564266532186826,-38.838737,892,4664-138-1,
Gaia DR3 2740897190273065344,HIP 900,7.45,G,2.773577423,4.133076124,2016.0,7.916882186849125,-3.5524425906722135,3.7063124035550743,-11.808606,900,5-436-1,
Gaia DR3 2445322488764214272,HIP 906,6.76,G,2.7903165,-3.321441326,2016.0,27.38491070755543,-11.915840314451582,4.579741028158205,-10.345894,906,4667-1064-1,
Gaia DR3 2740468724335797632,TYC 5-150-1,9.91,G,2.799261865,2.795805325,2016.0,10.531594047705047,-3.623490344010023,0.9030895396580152,30.137537,,5-150-1,
Gaia DR3 2740449036205673728,TYC 5-110-1,8.91,G,2.810155979,2.656603597,2016.0,9.235134221208773,-26.225692707635016,2.6438082787731516,-20.281672,,5-110-1,
