id,label,vmag,src,ra,dec,epoch,pmra,pmdec,plx,rv,hip,tyc,hr
Gaia DR3 864708587499348736,TYC 1368-1527-1,8.89,G,112.674223884,19.915427877,2016.0,-3.1167514833662624,-2.682638405764204,1.4795408729634048,10.564935,,1368-1527-1,
Gaia DR3 871989690937264256,TYC 1918-1731-1,9.65,G,112.680326747,26.951779931,2016.0,-7.531273793360452,-20.368744449715585,1.929835943353744,47.88276,,1918-1731-1,
Gaia DR3 866596861281213312,TYC 1910-1458-1,10.42,G,112.69534732,23.142656184,2016.0,0.41650710433868815,-1.348765819156794,0.5262826860759985,2.5266256,,1910-1458-1,
Gaia DR3 873202864579491840,TYC 1922-152-1,9.25,G,112.71805444,28.131656582,2016.0,106.2804673762733,78.74459145049642,14.008467284088717,42.489437,,1922-152-1,
Gaia DR3 864809398971450752,TYC 1368-711-1,7.53,G,112.755621439,20.441924796,2016.0,4.775057185761499,9.24771859218491,8.291069829913898,6.386541,,1368-711-1,
Gaia DR3 3168498258748092672,TYC 1360-1711-1,9.18,G,112.756924619,15.527972903,2016.0,-1.852980066221017,-27.962589661894288,1.9795468399040879,-57.016815,,1360-1711-1,
Gaia DR3 873377755647526528,TYC 1922-1717-1,8.63,G,112.762723761,28.780661011,2016.0,-24.166070084732798,-2.819121485010958,5.821803472018249,-0.2590626,,1922-1717-1,
Gaia DR3 3168821515166760576,TYC 1360-1601-1,8.45,G,112.767268216,16.617241999,2016.0,3.283799297854322,-9.029017176045322,1.1516949266134677,-11.128993,,1360-1601-1,
Gaia DR3 864935086894086016,TYC 1372-1653-1,9.73,G,112.76836438,20.94925148,2016.0,-2.571528983114804,-14.56984315042408,1.6212303954819416,47.32754,,1372-1653-1,
Gaia DR3 864924126137749888,TYC 1372-1581-1,9.64,G,112.775353066,20.811409068,2016.0,-0.8617944181723514,-3.1877893508863786,0.948941047025704,10.007604,,1372-1581-1,
Gaia DR3 866868990408480896,TYC 1910-611-1,9.69,G,112.781396753,24.121223546,2016.0,0.5210286029556661,-22.3745482165668,2.4635555649035,56.118553,,1910-611-1,
Gaia DR3 871908563298304128,TYC 1918-404-1,9.22,G,112.784094731,26.416257642,2016.0,-3.9284636310618626,-2.0694621036393093,0.9146431486768924,65.401855,,1918-404-1,
Gaia DR3 873192247420343808,TYC 1918-680-1,9.27,G,112.788628282,28.001428733,2016.0,-5.304128408352707,-12.955882462216817,2.0704622619713375,38.595963,,1918-680-1,
Gaia DR3 864906808829654272,TYC 1368-628-1,10.65,G,112.796924087,20.540506452,2016.0,2.4619392915588505,-20.478666903934762,1.9347081182177435,48.179848,,1368-628-1,
Gaia DR3 873202383543137280,TYC 1922-334-1,11.26,G,112.801770031,28.138922434,2016.0,-3.3700429344623926,0.38226508924177677,0.7238714865863505,77.2726,,1922-334-1,
Gaia DR3 3168349068763896448,HIP 36564,8.52,G,112.8202929,15.251243588,2016.0,-9.166171245304415,-7.85427753507182,2.1459698985973206,51.36401,36564,1360-1501-1,
Gaia DR3 866845213469568512,TYC 1910-769-1,8.91,G,112.835173152,23.877122507,2016.0,33.340491921966034,28.040890522833795,7.053706277877395,14.847146,,1910-769-1,
Gaia DR3 3168748462066702720,TYC 1360-2334-1,9.38,G,112.837666468,16.310648072,2016.0,16.91507082111911,-21.157755394453886,6.658697563869216,-10.505704,,1360-2334-1,
Gaia DR3 865640629762369152,HIP 36573,8.3,G,112.839193587,22.287801824,2016.0,8.728850440695188,-14.550479696484647,4.6865856193265225,-24.705233,36573,1372-756-1,
Gaia DR3 3168748462066702464,TYC 1360-2333-1,9.44,G,112.839398736,16.31310183,2016.0,17.889224278623853,-21.493758258344233,6.548031519546488,-2.7362866,,1360-2333-1,
Gaia DR3 873170566425678336,HIP 36581,8.83,G,112.855868707,27.622506231,2016.0,1.270352797962675,-2.9167568558693944,0.20919705963652171,0.0,36581,1918-1197-1,
Gaia DR3 871658050742115840,TYC 1914-1133-1,9.7,G,112.858987243,25.663958222,2016.0,-4.669555000804123,1.3562016793039273,1.5458820699667675,-2.7898197,,1914-1133-1,
Gaia DR3 3170007235378374528,TYC 1364-545-1,9.26,G,112.883558899,17.356687611,2016.0,-20.536716872846306,-93.76142193993458,10.948493176960596,51.346786,,1364-545-1,
Gaia DR3 866448697792788864,TYC 1910-1088-1,8.95,G,112.89448511,22.89048484,2016.0,10.339596263864912,-23.719992419468724,2.1371766705629374,-34.946316,,1910-1088-1,
Gaia DR3 3168351508305268096,TYC 1360-326-1,9.26,G,112.902206701,15.344820237,2016.0,-13.468170925163339,4.869690508029345,3.0400428175524747,56.82841,,1360-326-1,
Gaia DR3 3168351095988729600,TYC 1360-1721-1,8.51,G,112.903767573,15.313128707,2016.0,-1.0020693080257925,-5.446309516356227,1.164381858774812,10.592136,,1360-1721-1,
Gaia DR3 865151862484330368,TYC 1372-2161-1,9.34,G,112.91147634,21.206688598,2016.0,-0.4720732412432994,-5.902249728923992,1.0338978645249948,-0.18478456,,1372-2161-1,
Gaia DR3 871907669945105408,HIP 36601,9.27,G,112.911699855,26.462027795,2016.0,-3.3606406805802074,-0.8821964793536482,2.0058194754119754,19.994787,36601,1918-229-1,
Gaia DR3 3168523272637492096,HIP 36602,9.06,G,112.912371213,15.854697469,2016.0,-13.408844563637683,5.241034645461978,2.28507233674491,32.159103,36602,1360-1729-1,
Gaia DR3 866852497734061056,Gaia DR3 866852497734061056,7.66,G,112.91326149,23.999834165,2016.0,-10.973933073146366,0.5343551045358537,4.688469780119163,34.374096,,,
Gaia DR3 873376999733035392,TYC 1922-1771-1,8.61,G,112.922139534,28.836832386,2016.0,-11.789460753101956,-16.763999167519195,2.8756123455147415,45.05923,,1922-1771-1,
Gaia DR3 871661177478280192,TYC 1914-1118-1,8.74,G,112.922646131,25.790634724,2016.0,-4.303357416694098,19.95588530170376,2.760832941278347,31.726526,,1914-1118-1,
Gaia DR3 864730234134488960,HIP 36607,9.62,G,112.928692372,19.964494792,2016.0,124.90939059467628,-168.22182933977993,19.429630408193155,-13.879251,36607,1368-947-1,
Gaia DR3 866649908420018688,TYC 1910-256-1,8.7,G,112.943310625,23.64809048,2016.0,-9.473895652708336,-10.83687994481041,3.120603334406033,0.0,,1910-256-1,
Gaia DR3 3169225963647395712,HR 2877,5.46,G,112.951868587,17.085709082,2016.0,39.38479275281829,-75.75219644187584,11.329768566997604,-33.35086,36616,1364-1582-1,2877
Gaia DR3 868430915395135360,TYC 1914-305-1,8.63,G,112.952156032,24.535242561,2016.0,1.0512500341491173,-3.8669078780615282,1.3662363972055647,0.74432766,,1914-305-1,
Gaia DR3 864906224714065280,TYC 1368-729-1,8.46,G,112.961552695,20.607421253,2016.0,-3.068734766008461,3.020401284613472,2.3533788533741644,37.18236,,1368-729-1,
Gaia DR3 865635132204436480,TYC 1372-1714-1,9.43,G,112.968280205,22.168626164,2016.0,-1.6543164784693354,-13.054480798663594,2.068616272108925,29.186901,,1372-1714-1,
Gaia DR3 868424696282795392,TYC 1914-857-1,8.04,G,112.977121578,24.503471482,2016.0,-10.244487717246555,-4.082620379768761,0.9515834230513908,0.0,,1914-857-1,
Gaia DR3 865663650787059968,TYC 1372-814-1,9.31,G,112.986236951,22.310191707,2016.0,-6.374049652695631,-0.4269076626788669,2.0441521620252696,12.697194,,1372-814-1,
Gaia DR3 3170191369215795072,TYC 1364-1373-1,9.22,G,113.003139483,18.08650625,2016.0,6.948853034643813,-10.176052127337393,4.233566418157563,-17.920364,,1364-1373-1,
Gaia DR3 866851260783467392,TYC 1910-447-1,7.86,G,113.008763758,23.961925853,2016.0,2.59012222841169,12.602640848826484,2.230568707262057,-27.698023,,1910-447-1,
Gaia DR3 3168748844320472192,TYC 1360-670-1,8.81,G,113.017637536,16.217714896,2016.0,0.6025033389740262,-34.5734000903914,3.6743115349256517,-4.7099385,,1360-670-1,
Gaia DR3 872370121960936064,TYC 1919-2016-1,8.66,G,113.026471004,27.114504659,2016.0,-9.199839007336111,-6.897268017842821,7.538481182895338,-15.162434,,1919-2016-1,
Gaia DR3 872323220917875712,HIP 36647,7.18,G,113.053492738,27.124832455,2016.0,-37.63439093702779,-73.01009536019072,5.936256506474632,61.74715,36647,1919-1610-1,
Gaia DR3 865647089393358976,TYC 1372-400-1,9.36,G,113.0645878,22.204374961,2016.0,-3.160244621873277,-3.824461139391583,1.0191687047868057,24.083687,,1372-400-1,
Gaia DR3 3168429470552135040,TYC 1360-325-1,9.34,G,113.085871322,15.282612663,2016.0,-1.4452814277514785,-5.404774498496444,2.6535056153295367,-9.068294,,1360-325-1,
Gaia DR3 3170132957660832512,TYC 1364-1091-1,8.34,G,113.089308307,17.883682335,2016.0,7.722640040834234,11.96361451729835,5.091526422779394,7.4960775,,1364-1091-1,
Gaia DR3 864959237493629696,TYC 1372-1235-1,8.15,G,113.094802413,21.104145247,2016.0,-12.094045284567269,-20.21928160561678,4.8046521098128006,0.0,,1372-1235-1,
Gaia DR3 3170223151973709312,HIP 36660,7.94,G,113.112430203,18.366152495,2016.0,-4.220942973846455,-25.752542831468002,7.612167445301828,8.426926,36660,1364-852-1,
Gaia DR3 3168450911028808704,TYC 1360-258-1,9.02,G,113.129951566,15.486324726,2016.0,19.728278631710623,-31.032612437103428,2.3887602941879047,32.21251,,1360-258-1,
Gaia DR3 865160555498091264,HIP 36663,6.82,G,113.143815988,21.407594023,2016.0,-7.5153620681169135,-36.66917108100728,5.810404363949815,16.030737,36663,1372-367-1,
Gaia DR3 868354877294496128,TYC 1911-513-1,9.56,G,113.145425936,24.08740617,2016.0,-5.165645341463908,-12.455217852591794,1.7660921614128475,37.30043,,1911-513-1,
Gaia DR3 871700549442177408,TYC 1915-119-1,9.11,G,113.16834793,26.174467999,2016.0,-9.109983876656747,-1.0182460718690143,0.7728081792709542,61.41057,,1915-119-1,
Gaia DR3 871621491980414848,TYC 1915-240-1,9.53,G,113.174522315,25.854672672,2016.0,3.4098791931919092,-14.62473283168443,1.5937513314268101,-12.268272,,1915-240-1,
Gaia DR3 3168458053557902720,TYC 1360-347-1,9.09,G,113.178414326,15.673076421,2016.0,-13.24203877243518,-5.822133884120545,1.6290934997012836,-7.864155,,1360-347-1,
Gaia DR3 872423001597782912,TYC 1919-1387-1,8.41,G,113.197880451,27.650024821,2016.0,-12.26321720669899,-26.292722883629402,6.295648976121126,0.0,,1919-1387-1,
Gaia DR3 871719520313904512,TYC 1919-145-1,9.52,G,113.200218484,26.317051588,2016.0,8.249316102822396,-21.0168035228671,1.9680541607283188,-38.158176,,1919-145-1,
Gaia DR3 3168530385103261952,TYC 1360-1234-1,10.16,G,113.203737132,15.819259306,2016.0,-0.6917272091195522,1.2946758856885172,0.41689445484988247,61.014908,,1360-1234-1,
Gaia DR3 3170138828878919168,TYC 1364-1203-1,9.64,G,113.204274885,17.965025248,2016.0,-37.36511686505791,-76.20480848711547,6.421271909156668,0.0,,1364-1203-1,
Gaia DR3 3169126767083133312,Gaia DR3 3169126767083133312,7.69,G,113.210803481,16.345094841,2016.0,-17.113750988785434,-1.0513419527411898,3.0166356333400612,55.240425,,,
Gaia DR3 866527763847454592,HR 2879,6.54,G,113.210845795,22.887543187,2016.0,-22.64647990032916,-12.796003563041676,5.115763765715626,27.424381,,,2879
Gaia DR3 866527725190923648,Gaia DR3 866527725190923648,8.95,G,113.21093637,22.884316196,2016.0,-18.520721256465485,-13.705570008216895,5.038150134807918,0.0,,,
Gaia DR3 873381810096394368,TYC 1923-1620-1,9.1,G,113.225772,28.659369367,2016.0,-6.006422764386098,-19.89675139343003,2.1984307754591916,-31.008347,,1923-1620-1,
Gaia DR3 866629846629861632,TYC 1911-1453-1,9.23,G,113.227370503,23.471255595,2016.0,-15.045746374584112,-12.20854913967425,1.6552075086351687,36.49342,,1911-1453-1,
Gaia DR3 865535798201079296,TYC 1372-179-1,9.82,G,113.231322455,21.431870893,2016.0,-6.2559448168356955,2.327112906059327,1.693829387350868,0.0,,1372-179-1,
Gaia DR3 868350440592775936,TYC 1911-693-1,9.91,G,113.235142349,24.000191622,2016.0,0.6493745338116758,3.0989512376502755,0.5281338948135564,39.71821,,1911-693-1,
Gaia DR3 866660220638337280,TYC 1911-897-1,9.74,G,113.238957153,23.9005634,2016.0,-8.303990266007096,-11.806064752595749,2.806148022191248,15.157947,,1911-897-1,
Gaia DR3 871726353605707520,TYC 1919-353-1,8.73,G,113.241408648,26.496026984,2016.0,-1.4232544052513307,1.0513855014994316,2.3891424014634954,1.4000483,,1919-353-1,
Gaia DR3 3169233316631318400,TYC 1364-126-1,9.06,G,113.257061064,17.056076778,2016.0,5.450546484803363,-103.53387987764575,8.013961811322403,-22.630566,,1364-126-1,
Gaia DR3 865671725325528448,HIP 36708,8.73,G,113.260634202,22.556185731,2016.0,-2.3964984808022733,-1.3748580153496692,1.079579192149082,34.68138,36708,1911-1718-1,
Gaia DR3 866528034428567936,TYC 1911-1859-1,10.91,G,113.27219584,22.911890418,2016.0,3.3045614568175448,-7.818687090344271,0.8005286674783175,16.561636,,1911-1859-1,
Gaia DR3 3169262866006173312,TYC 1364-257-1,9.17,G,113.273370691,17.468217285,2016.0,0.7272580747629279,-3.215246098862555,1.6887283880511519,0.0,,1364-257-1,
Gaia DR3 873289622918535168,TYC 1923-1514-1,9.53,G,113.275741702,28.249785333,2016.0,-1.9975901333168566,-7.987856668760196,0.6469692955202261,13.986354,,1923-1514-1,
Gaia DR3 3168542136134635648,HIP 36716,7.91,G,113.277275428,15.982440808,2016.0,-6.82170447129402,-2.0753375542150767,2.7970487723766833,3.0177815,36716,1360-1591-1,
Gaia DR3 871589533127374592,TYC 1915-1063-1,10.01,G,113.278221324,25.385867767,2016.0,-2.3939704429858826,-6.186604073991141,0.6888611631608327,55.35581,,1915-1063-1,
Gaia DR3 872399224659031424,HIP 36718,9.25,G,113.286188061,27.433885573,2016.0,-3.8021816347356694,-6.060016137522338,1.4378594423486535,5.326314,36718,1919-942-1,
Gaia DR3 3169236271568771968,TYC 1364-177-1,8.88,G,113.29507073,17.145824833,2016.0,-14.439328738793463,-5.558781468601383,4.576542608303345,19.075825,,1364-177-1,
Gaia DR3 871695915173660032,HIP 36725,8.34,G,113.302976305,26.113761885,2016.0,3.6294231080443002,-7.784306564530899,3.4820043961635734,-22.177881,36725,1915-63-1,
Gaia DR3 3165306651370467200,TYC 777-546-1,8.84,G,113.314656664,14.81043634,2016.0,-12.679272571842235,-9.51075983448081,2.660335827270111,33.864918,,777-546-1,
Gaia DR3 871722440891622528,TYC 1919-387-1,8.67,G,113.321178499,26.459834753,2016.0,-6.805046964182645,-7.896690545740455,1.7808271144767902,-20.79471,,1919-387-1,
Gaia DR3 871604277751687552,TYC 1915-980-1,9.14,G,113.332790284,25.729460807,2016.0,-4.056112320800754,-5.3923875449746,0.912909182773885,-9.880351,,1915-980-1,
Gaia DR3 3168477161868847616,HIP 36739,6.65,G,113.352554009,15.639100565,2016.0,-14.837943955038316,-6.9288049887633125,5.063754251025927,49.226288,36739,1360-1431-1,
Gaia DR3 3170168348191236096,HIP 36755,9.23,G,113.39005091,18.213200292,2016.0,3.156507650347593,-7.047928855628707,1.7691631197182935,-10.304954,36755,1364-740-1,
Gaia DR3 3168484239974909312,68 Gem,5.23,G,113.401925948,15.826615363,2016.0,-18.612350717437224,-11.058241421775266,7.048806774596632,0.0,,,2886
Gaia DR3 3169359137696187904,TYC 1364-571-1,9.07,G,113.403110875,17.591552434,2016.0,-2.7732155765066357,-54.01974928082975,7.362640759995952,-14.961305,,1364-571-1,
Gaia DR3 871646883827205248,TYC 1915-413-1,9.24,G,113.404090798,26.001836836,2016.0,-6.914194033158616,-0.5400360805186848,0.7978920301756794,44.377678,,1915-413-1,
Gaia DR3 868586668089113984,HIP 36765,8.83,G,113.427187832,25.400437298,2016.0,-9.5382964433097,-7.780733092163983,1.3239477769332615,69.18137,36765,1915-1045-1,
Gaia DR3 3165304692865334272,TYC 777-935-1,8.72,G,113.450173618,14.837547428,2016.0,-1.1071576858634735,-12.453114364555592,2.1805738723033845,2.3394446,,777-935-1,
Gaia DR3 873287183377167744,TYC 1923-1570-1,9.75,G,113.452018791,28.221863996,2016.0,-0.27420116984636533,-11.280111924066386,1.559292282071287,2.984619,,1923-1570-1,
Gaia DR3 3170178209436112896,TYC 1364-955-1,8.18,G,113.455063724,18.332766298,2016.0,24.029699846522206,-15.683952332270467,1.8142747865514035,-9.56246,,1364-955-1,
Gaia DR3 865325619680494592,HIP 36789,8.36,G,113.501320541,21.123786055,2016.0,-5.301682369307941,-6.740322084911287,1.1589939452591032,3.5535154,36789,1372-445-1,
Gaia DR3 866563704133499520,TYC 1911-1296-1,9.44,G,113.507751368,23.221590227,2016.0,-11.533331056680181,-12.058593641161714,4.55705682191394,13.340062,,1911-1296-1,
Gaia DR3 868419988998404352,TYC 1915-1225-1,8.89,G,113.515505462,24.879653035,2016.0,-17.241730657660817,-7.5397452808607675,2.450883902224527,50.065407,,1915-1225-1,
Gaia DR3 864901345631046528,TYC 1372-2155-1,8.75,G,113.519110967,20.977038074,2016.0,1.3251111815035215,-9.531999638705823,1.9414289915643856,21.824358,,1372-2155-1,
Gaia DR3 868167582360460544,TYC 1911-797-1,8.81,G,113.520587301,24.092191992,2016.0,1.1693502876799398,-3.126203909018051,0.7074088851622692,-26.240816,,1911-797-1,
Gaia DR3 873338001430095616,TYC 1923-1132-1,9.46,G,113.550307469,28.673521447,2016.0,-31.284108013079344,-31.60421711963931,8.376340149477265,3.5891345,,1923-1132-1,
Gaia DR3 866570571784652544,TYC 1911-1904-1,9.17,G,113.576348386,23.33080468,2016.0,10.668272572874335,-26.26475223385835,3.38656430724612,42.598534,,1911-1904-1,
Gaia DR3 865585409366808448,TYC 1372-1908-1,9.27,G,113.577279739,22.04193946,2016.0,-2.713609338000139,-51.817860431754966,9.862739978174881,-5.1979547,,1372-1908-1,
Gaia DR3 3165256176914748032,HIP 36822,8.01,G,113.581566306,14.753049597,2016.0,-14.862959469866624,-13.65225932066724,5.386186496123509,27.18812,36822,777-348-1,
Gaia DR3 3165350460036665216,TYC 777-548-1,8.6,G,113.602357401,14.817254925,2016.0,6.355203929374315,4.810888710813666,1.5941315446815914,46.83304,,777-548-1,
Gaia DR3 865358398870667264,TYC 1372-1784-1,9.0,G,113.604566795,21.628211671,2016.0,2.0062362791310653,-12.009447932633746,5.245372231842018,0.0,,1372-1784-1,
Gaia DR3 872087032075737472,TYC 1919-139-1,9.7,G,113.607134283,26.507080414,2016.0,8.771040820998744,-12.358461512815945,1.3144983217987491,22.253588,,1919-139-1,
Gaia DR3 865775629174401024,TYC 1911-1793-1,9.55,G,113.613747706,22.800525226,2016.0,-5.228846344795878,-3.4724307839101876,1.0896838435621825,29.737022,,1911-1793-1,
Gaia DR3 672246945436899584,HIP 36831,9.65,G,113.616910161,18.818122316,2016.0,1.782488811897367,-4.050968277784995,1.6941474359685997,-2.9342923,36831,1368-1140-1,
Gaia DR3 873313777814654976,HIP 36835,7.7,G,113.61774781,28.410719242,2016.0,0.31628527882401514,-2.8269473805826846,2.8869650233963466,-6.143011,36835,1923-1534-1,
Gaia DR3 3169176382545129216,HIP 36838,7.79,G,113.621548019,16.954084869,2016.0,-3.4737600226779404,-4.138409522889017,3.1203858948014758,-7.660801,36838,1364-465-1,
Gaia DR3 3169340450295788032,TYC 1364-1838-1,9.36,G,113.623984944,17.40358123,2016.0,-5.3544208671100115,-0.11479240481718082,1.7550512975417076,7.5800867,,1364-1838-1,
Gaia DR3 873326628356685952,HIP 36841,6.68,G,113.631640345,28.686580713,2016.0,2.385215355972706,0.5313657474636488,4.357952409762213,-13.8300085,36841,1923-390-1,
Gaia DR3 868143526247295360,Gaia DR3 868143526247295360,9.02,G,113.633690486,23.860789974,2016.0,-13.674329947029284,2.871791439870955,6.657358193939724,2.2208176,,,
Gaia DR3 873339891215689728,TYC 1923-766-1,8.55,G,113.641532957,28.733472428,2016.0,-26.543729927987403,23.42341782280419,12.095517592184773,-1.8698698,,1923-766-1,
Gaia DR3 3169175179954291968,HIP 36849,8.92,G,113.646312772,16.899804155,2016.0,6.562264509252113,-295.82309071820185,11.063452063745135,-33.266678,36849,1364-709-1,
Gaia DR3 868415865829782784,TYC 1915-1800-1,9.53,G,113.664626651,24.827398921,2016.0,5.415723028270046,7.228767850817185,2.008821393834364,8.907689,,1915-1800-1,
Gaia DR3 3168468640653678336,TYC 1360-1072-1,8.08,G,113.668237384,15.654058251,2016.0,-4.690980198426463,-6.145708221475374,3.0291609105333963,-3.5557039,,1360-1072-1,
Gaia DR3 873315324002777472,HIP 36859,7.45,G,113.668842877,28.50190359,2016.0,-6.187918789733711,-43.12407482313394,3.760479763453551,31.728518,36859,1923-1832-1,
Gaia DR3 865804010318275456,HIP 36864,8.14,G,113.685183424,22.953080333,2016.0,19.261073979011694,-11.145583603941775,3.190923111864342,-40.672077,36864,1911-1054-1,
Gaia DR3 3169286398130078464,TYC 1364-2149-1,9.7,G,113.690292401,17.193527417,2016.0,0.4911409331447216,-6.242296642290216,0.9777411278292785,17.732199,,1364-2149-1,
Gaia DR3 3169341064473814656,TYC 1364-1399-1,9.58,G,113.694073241,17.440761765,2016.0,-3.1182076166923745,-6.204127480403222,1.0255971986557175,-26.228937,,1364-1399-1,
Gaia DR3 868513756724899840,HIP 36874,7.37,G,113.710680177,24.95290453,2016.0,130.19964117348695,-352.6604836257083,25.592007948298757,-135.38187,36874,1915-1759-1,
Gaia DR3 872089918293744384,TYC 1919-114-1,9.39,G,113.715059573,26.530436654,2016.0,-0.23524455077825523,-11.815168466462627,2.176936097955511,36.368103,,1919-114-1,
Gaia DR3 672496431497197440,TYC 1368-1885-1,9.74,G,113.718607813,19.610684862,2016.0,-1.5007114388499951,-1.7957039322924613,1.7477611364964427,0.0,,1368-1885-1,
Gaia DR3 872556901498417536,TYC 1923-1502-1,7.88,G,113.731239011,28.264269107,2016.0,-3.843811574646664,-4.8490061688361985,2.27819762995387,-4.894922,,1923-1502-1,
Gaia DR3 3169354915745534208,TYC 1364-2318-1,9.38,G,113.732089808,17.663246302,2016.0,-34.45922209361571,-26.540337153748712,8.992006103414022,-6.03789,,1364-2318-1,
Gaia DR3 872027967685642368,TYC 1915-125-1,10.03,G,113.73521234,26.195326907,2016.0,-6.10944571260074,-3.5786218153821063,0.5821911218405589,78.40507,,1915-125-1,
Gaia DR3 868193867560268288,HIP 36883,7.69,G,113.747121624,24.265408554,2016.0,-3.2727691218990516,-12.805278616239713,1.717848197604761,24.933628,36883,1911-597-1,
Gaia DR3 865334175255270912,TYC 1372-297-1,8.95,G,113.74741215,21.315279186,2016.0,-2.0459274305086437,-2.333295971235881,2.412036704388355,0.0,,1372-297-1,
Gaia DR3 868149818375908224,HIP 36887,7.95,G,113.756132275,23.931638254,2016.0,-6.70945740457617,21.525515813278275,10.265551449142608,-20.043694,36887,1911-769-1,
Gaia DR3 672708190564634240,HIP 36894,8.33,G,113.782345599,20.318209796,2016.0,1.9021399000241754,-12.89309351383304,1.5214395724946026,-23.839415,36894,1368-15-1,
Gaia DR3 865803666720879488,HIP 36898,7.26,G,113.797504345,23.045868835,2016.0,44.7949122394763,-3.54551248465912,14.08551754758162,28.018036,36898,1911-1230-1,
Gaia DR3 3169298290897532160,Gaia DR3 3169298290897532160,9.24,G,113.812028523,17.354427096,2016.0,-9.403480287535045,-20.468641226992247,6.652965992593186,0.0,,,
Gaia DR3 3169393153837835648,TYC 1364-1041-1,9.18,G,113.814368086,17.8549793,2016.0,-15.499082538628645,-32.43505015650922,5.190006463158443,21.240051,,1364-1041-1,
Gaia DR3 3168877830777548416,TYC 1360-2151-1,9.51,G,113.814837096,16.213272835,2016.0,1.7184141152423629,3.2702355206328475,1.0456734829985932,-14.024174,,1360-2151-1,
Gaia DR3 3165358156618207488,TYC 777-412-1,9.22,G,113.816927555,14.931476942,2016.0,-11.44541160841574,-6.815570214267643,4.760071444782251,0.0,,777-412-1,
Gaia DR3 868616492341946496,HIP 36907,9.2,G,113.819615777,25.56539519,2016.0,-5.337330717623791,-0.44561418538358116,1.9208739850498997,32.27931,36907,1915-633-1,
Gaia DR3 672163721854509056,TYC 1364-767-1,8.92,G,113.83718854,18.302747254,2016.0,-19.994995502637355,-9.501595965285949,6.5491357678882265,15.254108,,1364-767-1,
Gaia DR3 872091666343801728,HIP 36912,8.18,G,113.838073556,26.602323137,2016.0,-7.974608598144899,2.880357957716122,3.136275303490567,-7.1075983,36912,1919-17-1,
Gaia DR3 873323158023096448,HIP 36919,7.0,G,113.849877031,28.627703193,2016.0,-4.1418940757196685,8.350697503306467,7.654494603588039,-4.8878417,36919,1923-1141-1,
Gaia DR3 3169298462695717376,HIP 36921,7.9,G,113.851918665,17.383125473,2016.0,-7.826488634692021,-8.972939080525094,1.8539979048305704,43.818058,36921,1364-1352-1,
Gaia DR3 672611948936708096,HIP 36925,9.3,G,113.860602633,19.838106905,2016.0,-3.293395368323748,-5.6270722711577115,1.4146097375139495,6.0201273,36925,1368-541-1,
Gaia DR3 3169288360932649472,TYC 1364-1330-1,9.34,G,113.86607443,17.2971705,2016.0,7.374968900308437,-21.686412564590224,1.3016612702855537,-15.070534,,1364-1330-1,
Gaia DR3 872091430122206720,TYC 1919-152-1,9.27,G,113.874252023,26.589146614,2016.0,4.873012490001301,0.7536516710815475,1.378543205397913,21.889553,,1919-152-1,
Gaia DR3 3168845665766691328,Gaia DR3 3168845665766691328,8.47,G,113.892020413,15.761591998,2016.0,-74.3891990140068,-57.76706322001479,12.759739349492808,39.384556,,,
Gaia DR3 872149669878536960,TYC 1919-1420-1,9.16,G,113.912939498,27.204616148,2016.0,3.6879963767802684,4.087449327790034,0.9330165522349654,57.029537,,1919-1420-1,
Gaia DR3 672164065451182720,TYC 1364-1977-1,8.87,G,113.944553638,18.326570751,2016.0,-3.2123274053676325,-47.16075304918668,10.62388038077746,16.400087,,1364-1977-1,
Gaia DR3 872023981955956480,TYC 1919-388-1,10.06,G,113.959973141,26.275858372,2016.0,-6.319826913115106,-0.8786619825635801,0.4548575839586507,36.541973,,1919-388-1,
Gaia DR3 872438871500031616,TYC 1919-892-1,9.4,G,113.96534412,27.514404241,2016.0,15.757762652743136,-7.262012481471524,1.6369033304530867,12.466605,,1919-892-1,
Gaia DR3 3169406730230852096,TYC 1364-1209-1,9.29,G,113.966749458,18.11774243,2016.0,2.4230856955317974,-2.0764664457935424,0.9425947413618581,-7.6307464,,1364-1209-1,
Gaia DR3 868127931222527360,TYC 1911-1309-1,9.12,G,113.972032996,24.008280421,2016.0,-1.207221826802185,-3.4443453112114484,4.485803614757935,7.8706346,,1911-1309-1,
Gaia DR3 3165462713301704064,TYC 1360-2289-1,9.47,G,113.974620606,15.578020972,2016.0,-12.630417519690532,-31.09646193598392,4.203993221825674,-1.932062,,1360-2289-1,
Gaia DR3 868504548314605312,TYC 1915-442-1,8.3,G,113.978586323,24.906770368,2016.0,-28.410184449384175,-1.8238793786412533,4.583633347018705,17.641521,,1915-442-1,
HIP 36962,υ Gem,4.1682,H,113.980716763,26.896003053,1991.25,-34.12,-106.96,12.04,0.0,36962,,2905
Gaia DR3 671410182729275776,TYC 1365-1688-1,8.94,G,114.0047193,18.141156568,2016.0,-17.958101870507495,-84.34968202807127,18.663431629054323,16.205566,,1365-1688-1,
Gaia DR3 673095802773175296,TYC 1373-108-1,9.16,G,114.018352182,20.640980801,2016.0,20.342740726400034,-45.82251442040017,7.678505160000321,45.773186,,1373-108-1,
Gaia DR3 878576624581365376,TYC 1923-647-1,8.9,G,114.032555323,28.629328562,2016.0,-4.062694386677464,-37.727353393168826,11.365217908797304,44.26422,,1923-647-1,
